"","scenario","iteration","SpawnBio_om","SSB_MSY_om","F_MSY_om","annual_F_om","bmsst_om","ssb_ssbmsst_om","F_Fmsy_om","SpawnBio_em","SSB_MSY_em","F_MSY_em","annual_F_em","bmsst_em","ssb_ssbmsst_em","F_Fmsy_em","ID","species","annual_F_re","bmsst_re","F_Fmsy_re","F_MSY_re","SpawnBio_re","SSB_MSY_re","ssb_ssbmsst_re"
"296","HRF_poorrec_25_yrfwd",91,2197.64,1307.9,0.139546,0.03,1131.3335,1.9425218116497,0.214982873031115,2566.96,1315.26,0.139762,0.025,1137.6999,2.25627162312311,0.178875516950244,"HRF_poorrec_25_yrfwd-91","HRF_poorrec_25_yrfwd",-0.166666666666667,0.00562734153987318,-0.167954570388708,0.00154787668582399,0.168053002311571,0.005627341539873,0.161516750850252
"297","HRF_poorrec_25_yrfwd",93,2283.92,1307.9,0.139546,0.034,1131.3335,2.01878579570038,0.243647256101931,2542.29,1297.09,0.139501,0.031,1121.98285,2.26589024957021,0.222220629242801,"HRF_poorrec_25_yrfwd-93","HRF_poorrec_25_yrfwd",-0.0882352941176471,-0.00826515788668866,-0.0879411785789433,-0.000322474309546796,0.113125678657746,-0.00826515788668872,0.122402512637108
"298","HRF_poorrec_25_yrfwd",95,2195.76,1307.9,0.139546,0.034,1131.3335,1.94086005585444,0.243647256101931,2065.24,1311.15,0.13964,0.035,1134.14475,1.82096685630295,0.250644514465769,"HRF_poorrec_25_yrfwd-95","HRF_poorrec_25_yrfwd",0.0294117647058824,0.00248489945714522,0.0287188063423596,0.000673613002164039,-0.0594418333515505,0.00248489945714504,-0.0617732325366992
"299","HRF_poorrec_25_yrfwd",97,2078.14,1307.9,0.139546,0.031,1131.3335,1.83689424913167,0.222148968798819,2106,1301.06,0.139661,0.031,1125.4169,1.87130653538258,0.221966046355103,"HRF_poorrec_25_yrfwd-97","HRF_poorrec_25_yrfwd",0,-0.00522975762672989,-0.000823422430027,0.00082410101328597,0.01340621902278,-0.00522975762672998,0.01873395067091
"300","HRF_poorrec_25_yrfwd",99,2186.9,1307.9,0.139546,0.026,1131.3335,1.93302858971294,0.1863184899603,2375.64,1312.43,0.139589,0.024,1135.25195,2.09261036724051,0.171933318527964,"HRF_poorrec_25_yrfwd-99","HRF_poorrec_25_yrfwd",-0.0769230769230769,0.00346356755103612,-0.0772074281806422,0.000308142118011175,0.0863048150349809,0.00346356755103599,0.0825553115855713
"301","HRF_SQ_25_yrfwd",1,3389.28,1320.58,0.133915,0.033,1142.3017,2.96706202923448,0.246424971063734,2905.05,1313.31,0.134289,0.039,1136.01315,2.55723272217403,0.290418425932131,"HRF_SQ_25_yrfwd-1","HRF_SQ_25_yrfwd",0.181818181818182,-0.00550515682503141,0.178526772990951,0.00279281633872222,-0.142871052258887,-0.00550515682503141,-0.138126302390175
"302","HRF_SQ_25_yrfwd",10,2948.63,1320.58,0.133915,0.036,1142.3017,2.58130579688361,0.268827241160438,3728.48,1303.99,0.133804,0.029,1127.95135,3.30553263666913,0.216734925712236,"HRF_SQ_25_yrfwd-10","HRF_SQ_25_yrfwd",-0.194444444444444,-0.0125626618606975,-0.193776178423498,-0.000828883993578016,0.26447875793165,-0.0125626618606975,0.280566076541521
"303","HRF_SQ_25_yrfwd",100,2337.48,1320.58,0.133915,0.038,1142.3017,2.04628952228645,0.283762087891573,2776.98,1314,0.13399,0.032,1136.61,2.44321271148415,0.23882379282036,"HRF_SQ_25_yrfwd-100","HRF_SQ_25_yrfwd",-0.157894736842105,-0.00498265913462274,-0.158366099591093,0.000560056752417517,0.188022999127265,-0.00498265913462261,0.193972155393824
"304","HRF_SQ_25_yrfwd",103,3649.67,1320.58,0.133915,0.041,1142.3017,3.19501406677413,0.306164357988276,3385.48,1313.26,0.133877,0.044,1135.9699,2.98025502260227,0.328659889301374,"HRF_SQ_25_yrfwd-103","HRF_SQ_25_yrfwd",0.073170731707317,-0.00554301897651026,0.0734753433120354,-0.00028376208789165,-0.0723873665290287,-0.00554301897651027,-0.0672169322837098
"305","HRF_SQ_25_yrfwd",104,3114.66,1320.58,0.133915,0.036,1142.3017,2.72665268728918,0.268827241160438,2537.33,1336.86,0.133899,0.044,1156.3839,2.19419346810346,0.328605889513738,"HRF_SQ_25_yrfwd-104","HRF_SQ_25_yrfwd",0.222222222222222,0.0123279165215283,0.222368269284229,-0.000119478773849203,-0.185358915579871,0.0123279165215284,-0.195279443424491
"306","HRF_SQ_25_yrfwd",106,3809.82,1320.58,0.133915,0.035,1142.3017,3.33521345542951,0.26135981779487,3592.42,1327.44,0.133944,0.037,1148.2356,3.12864363376297,0.27623484441259,"HRF_SQ_25_yrfwd-106","HRF_SQ_25_yrfwd",0.057142857142857,0.00519468718290448,0.0569139768432009,0.000216555277601473,-0.0570630633468248,0.00519468718290458,-0.0619360123203685
"307","HRF_SQ_25_yrfwd",107,3354.52,1320.58,0.133915,0.035,1142.3017,2.93663223997653,0.26135981779487,3242.13,1322.27,0.134218,0.035,1143.76355,2.83461559865236,0.260769792427245,"HRF_SQ_25_yrfwd-107","HRF_SQ_25_yrfwd",0,0.0012797407199866,-0.00225752134587013,0.002262629279767,-0.0335040482692009,0.00127974071998671,-0.0347393316518874
"308","HRF_SQ_25_yrfwd",108,2860.95,1320.58,0.133915,0.033,1142.3017,2.50454849187391,0.246424971063734,2548.91,1337.34,0.133872,0.037,1156.7991,2.20341630625404,0.276383411019481,"HRF_SQ_25_yrfwd-108","HRF_SQ_25_yrfwd",0.121212121212121,0.0126913931757258,0.121572257171934,-0.000321099204719525,-0.109068666002552,0.0126913931757258,-0.120234120679595
"309","HRF_SQ_25_yrfwd",11,2955.35,1320.58,0.133915,0.031,1142.3017,2.58718865602669,0.231490124332599,3024.73,1322.27,0.134118,0.031,1143.76355,2.64454134772873,0.231139742614712,"HRF_SQ_25_yrfwd-11","HRF_SQ_25_yrfwd",0,0.0012797407199866,-0.00151359250808978,0.0015158869432101,0.0234760688243356,0.00127974071998671,0.0221679588647109
"310","HRF_SQ_25_yrfwd",110,4124.28,1320.58,0.133915,0.036,1142.3017,3.61049974800878,0.268827241160438,4043.88,1319.48,0.133884,0.037,1141.3502,3.54306679930489,0.276358638821667,"HRF_SQ_25_yrfwd-110","HRF_SQ_25_yrfwd",0.0277777777777778,-0.000832967332535613,0.0280157532723188,-0.000231490124332623,-0.0194943117344117,-0.000832967332535635,-0.0186769016508242
"311","HRF_SQ_25_yrfwd",111,3924.29,1320.58,0.133915,0.036,1142.3017,3.43542340871943,0.268827241160438,4277.55,1296.38,0.134056,0.033,1121.3687,3.814579450987,0.246165781464463,"HRF_SQ_25_yrfwd-111","HRF_SQ_25_yrfwd",-0.0833333333333332,-0.0183252813157855,-0.084297482644069,0.00105290669454506,0.0900188314319279,-0.0183252813157854,0.110366611959746
"312","HRF_SQ_25_yrfwd",112,4897.74,1320.58,0.133915,0.035,1142.3017,4.28760633027159,0.26135981779487,4587.31,1321.27,0.1338,0.037,1142.89855,4.01375082679036,0.276532137518685,"HRF_SQ_25_yrfwd-112","HRF_SQ_25_yrfwd",0.057142857142857,0.000522497690408676,0.0580514627375614,-0.000858753687040317,-0.0633822946910206,0.000522497690408801,-0.0638714197121465
"313","HRF_SQ_25_yrfwd",114,3729.5,1320.58,0.133915,0.03,1142.3017,3.26489928186223,0.224022700967031,4119.47,1328.4,0.133925,0.027,1149.066,3.58505951790411,0.201605376143364,"HRF_SQ_25_yrfwd-114","HRF_SQ_25_yrfwd",-0.1,0.00592164049129932,-0.100067201792048,7.46742336555445e-05,0.104563614425526,0.0059216404912994,0.0980612902273873
"314","HRF_SQ_25_yrfwd",115,4941.29,1320.58,0.133915,0.028,1142.3017,4.3257311093908,0.209087854235896,4087.19,1305.33,0.133862,0.034,1129.11045,3.61983187738631,0.253992918079814,"HRF_SQ_25_yrfwd-115","HRF_SQ_25_yrfwd",0.214285714285714,-0.0115479562010632,0.214766486594937,-0.00039577343837507,-0.172849600003238,-0.0115479562010632,-0.16318610985136
"315","HRF_SQ_25_yrfwd",116,2522.39,1320.58,0.133915,0.037,1142.3017,2.20816444552258,0.276294664526005,3055.47,1308.07,0.13422,0.03,1131.48055,2.70041760770877,0.223513634331694,"HRF_SQ_25_yrfwd-116","HRF_SQ_25_yrfwd",-0.189189189189189,-0.00947311030001968,-0.191031666445167,0.00227756412649815,0.211339245715373,-0.00947311030001968,0.222924140991543
"316","HRF_SQ_25_yrfwd",117,2825.99,1320.58,0.133915,0.035,1142.3017,2.47394361752241,0.26135981779487,3221.6,1344.88,0.133955,0.031,1163.3212,2.76931255099623,0.231420999589414,"HRF_SQ_25_yrfwd-117","HRF_SQ_25_yrfwd",-0.114285714285714,0.0184010056187434,-0.114550195428102,0.000298696934622593,0.139989879652794,0.0184010056187434,0.119391942234167
"317","HRF_SQ_25_yrfwd",118,4104.48,1320.58,0.133915,0.028,1142.3017,3.59316632374792,0.209087854235896,4249,1340.69,0.134135,0.027,1159.69685,3.66388854121661,0.201289745405748,"HRF_SQ_25_yrfwd-118","HRF_SQ_25_yrfwd",-0.0357142857142857,0.0152281573248119,-0.0372958479996167,0.00164283314042488,0.0352103067867307,0.0152281573248119,0.019682422436522
"318","HRF_SQ_25_yrfwd",12,4176.37,1320.58,0.133915,0.031,1142.3017,3.65610066062232,0.231490124332599,3903.36,1324.01,0.134087,0.033,1145.26865,3.40824836163987,0.246108869614504,"HRF_SQ_25_yrfwd-12","HRF_SQ_25_yrfwd",0.0645161290322581,0.00259734359145224,0.0631506217556873,0.00128439681887769,-0.0653701659575181,0.00259734359145229,-0.0677914319077494
"319","HRF_SQ_25_yrfwd",120,4777.76,1320.58,0.133915,0.04,1142.3017,4.18257278265453,0.298696934622708,4692.3,1325.09,0.133721,0.041,1146.20285,4.09377799051887,0.306608535682503,"HRF_SQ_25_yrfwd-120","HRF_SQ_25_yrfwd",0.025,0.00341516606339631,0.0264870513980602,-0.00144868013292013,-0.0178870433006262,0.00341516606339638,-0.0212297063912194
"320","HRF_SQ_25_yrfwd",121,2579.3,1320.58,0.133915,0.04,1142.3017,2.25798490889053,0.298696934622708,3107.55,1315.42,0.134026,0.034,1137.8383,2.73109984081218,0.253682121379434,"HRF_SQ_25_yrfwd-121","HRF_SQ_25_yrfwd",-0.15,-0.00390737403262191,-0.150703967886828,0.000828883993578016,0.20480362889156,-0.00390737403262192,0.209529713887288
"321","HRF_SQ_25_yrfwd",122,3091.43,1320.58,0.133915,0.023,1142.3017,2.70631655367404,0.171750737408057,3501.85,1312.76,0.134063,0.021,1135.5374,3.08387024504873,0.156642772427888,"HRF_SQ_25_yrfwd-122","HRF_SQ_25_yrfwd",-0.0869565217391304,-0.00592164049129932,-0.0879644839269272,0.00110517865810388,0.132760567116189,-0.00592164049129923,0.139508325758171
"322","HRF_SQ_25_yrfwd",123,4499,1320.58,0.133915,0.039,1142.3017,3.93853917927287,0.291229511257141,4863.54,1335.1,0.133863,0.036,1154.8615,4.21136214169405,0.268931668945115,"HRF_SQ_25_yrfwd-123","HRF_SQ_25_yrfwd",-0.076923076923077,0.0109951687894713,-0.0765645013644835,-0.000388306015009495,0.0810268948655257,0.0109951687894713,0.0692700897472218
"323","HRF_SQ_25_yrfwd",125,3746.59,1320.58,0.133915,0.031,1142.3017,3.27986030310556,0.231490124332599,3404.86,1318.2,0.13404,0.034,1140.243,2.98608279112435,0.253655625186512,"HRF_SQ_25_yrfwd-125","HRF_SQ_25_yrfwd",0.0967741935483872,-0.00180223841039547,0.0957513886081191,0.000933427920695861,-0.0912109411491516,-0.00180223841039534,-0.0895701294665047
"324","HRF_SQ_25_yrfwd",127,2886.68,1320.58,0.133915,0.031,1142.3017,2.52707318915835,0.231490124332599,3083.96,1318.85,0.134,0.029,1140.80525,2.70331855502944,0.216417910447761,"HRF_SQ_25_yrfwd-127","HRF_SQ_25_yrfwd",-0.064516129032258,-0.00131003044116987,-0.06510953298026,0.000634730986073268,0.0683414857206203,-0.0013100304411698,0.0697428814595571
"325","HRF_SQ_25_yrfwd",128,3032.55,1320.58,0.133915,0.033,1142.3017,2.65477150213468,0.246424971063734,3332.83,1330.18,0.134027,0.03,1150.6057,2.89658742347617,0.223835495832929,"HRF_SQ_25_yrfwd-128","HRF_SQ_25_yrfwd",-0.090909090909091,0.00726953308394804,-0.0916687750161603,0.000836351416943591,0.0990189774282369,0.00726953308394807,0.0910872823318504
"326","HRF_SQ_25_yrfwd",14,3771,1320.58,0.133915,0.031,1142.3017,3.30122943877261,0.231490124332599,4090.16,1309.75,0.134151,0.029,1132.93375,3.61023758008798,0.216174311037562,"HRF_SQ_25_yrfwd-14","HRF_SQ_25_yrfwd",-0.064516129032258,-0.00820094201032885,-0.0661618431420922,0.00176231191427388,0.0846353752320339,-0.00820094201032874,0.093603957872815
"327","HRF_SQ_25_yrfwd",15,4128.07,1320.58,0.133915,0.034,1142.3017,3.61381761053144,0.253892394429302,3779.87,1320.66,0.134144,0.038,1142.3709,3.30879401777479,0.283277671755725,"HRF_SQ_25_yrfwd-15","HRF_SQ_25_yrfwd",0.117647058823529,6.05794423663531e-05,0.115739100387292,0.00171003995071506,-0.0843493448512258,6.05794423663501e-05,-0.0844048110972029
"328","HRF_SQ_25_yrfwd",16,2953.21,1320.58,0.133915,0.028,1142.3017,2.58531524552577,0.209087854235896,2950.76,1309.78,0.133737,0.029,1132.9597,2.60447039731422,0.216843506284723,"HRF_SQ_25_yrfwd-16","HRF_SQ_25_yrfwd",0.0357142857142857,-0.00817822471944154,0.0370927908613815,-0.00132920135907114,-0.000829605751030173,-0.00817822471944142,0.00740921317878169
"329","HRF_SQ_25_yrfwd",17,2320.8,1320.58,0.133915,0.029,1142.3017,2.03168742548488,0.216555277601464,2614.77,1312.7,0.133778,0.026,1135.4855,2.30277709402718,0.194351836624856,"HRF_SQ_25_yrfwd-17","HRF_SQ_25_yrfwd",-0.103448275862069,-0.00596707507307394,-0.102530130978703,-0.00102303700108276,0.126667528438469,-0.00596707507307386,0.133430795082863
"330","HRF_SQ_25_yrfwd",19,3956.68,1320.58,0.133915,0.03,1142.3017,3.46377843961889,0.224022700967031,3821.15,1324.53,0.134186,0.03,1145.71845,3.33515620700705,0.223570268135275,"HRF_SQ_25_yrfwd-19","HRF_SQ_25_yrfwd",0,0.00299110996683284,-0.00201958475548856,0.0020236717320688,-0.0342534650262341,0.00299110996683279,-0.0371335045973624
"331","HRF_SQ_25_yrfwd",2,2317.4,1320.58,0.133915,0.032,1142.3017,2.02871097889463,0.238957547698167,2343.53,1314.4,0.133902,0.031,1136.956,2.06123192102421,0.231512598766262,"HRF_SQ_25_yrfwd-2","HRF_SQ_25_yrfwd",-0.03125,-0.00467976192279137,-0.0311559480067511,-9.70765037524773e-05,0.011275567446276,-0.00467976192279138,0.016030347579278
"332","HRF_SQ_25_yrfwd",20,3730.11,1320.58,0.133915,0.036,1142.3017,3.26543329139754,0.268827241160438,4114.33,1315.58,0.134159,0.033,1137.9767,3.61547824309584,0.245976788735754,"HRF_SQ_25_yrfwd-20","HRF_SQ_25_yrfwd",-0.0833333333333332,-0.0037862151478896,-0.0850005093458755,0.00182205130119848,0.103005005214323,-0.00378621514788956,0.107197091614293
"333","HRF_SQ_25_yrfwd",21,3156.85,1320.58,0.133915,0.034,1142.3017,2.76358688777229,0.253892394429302,3248.07,1325.26,0.134047,0.033,1146.3499,2.83340191332507,0.24618230919006,"HRF_SQ_25_yrfwd-21","HRF_SQ_25_yrfwd",-0.0294117647058824,0.00354389737842459,-0.030367531318032,0.000985699884254887,0.0288958930579534,0.00354389737842468,0.0252624680851094
"334","HRF_SQ_25_yrfwd",22,2872.96,1320.58,0.133915,0.038,1142.3017,2.51506235174123,0.283762087891573,3338.23,1345.03,0.13395,0.032,1163.45095,2.86924859187231,0.238895110115715,"HRF_SQ_25_yrfwd-22","HRF_SQ_25_yrfwd",-0.157894736842105,0.0185145920731799,-0.158114771811949,0.000261359817794924,0.161947956114948,0.01851459207318,0.140826027587695
"335","HRF_SQ_25_yrfwd",23,3467.27,1320.58,0.133915,0.03,1142.3017,3.03533646146198,0.224022700967031,3495.87,1318.15,0.133976,0.03,1140.19975,3.06601540651101,0.223920702215322,"HRF_SQ_25_yrfwd-23","HRF_SQ_25_yrfwd",0,-0.00184010056187432,-0.000455305427837859,0.000455512825299671,0.00824856443253623,-0.0018401005618742,0.0101072633754267
"336","HRF_SQ_25_yrfwd",26,2648.64,1320.58,0.133915,0.034,1142.3017,2.31868691082225,0.253892394429302,2967.69,1311.4,0.133956,0.03,1134.361,2.61617774235891,0.223954134193317,"HRF_SQ_25_yrfwd-26","HRF_SQ_25_yrfwd",-0.11764705882353,-0.00695149101152513,-0.117917121161821,0.000306164357988168,0.120458046393621,-0.00695149101152512,0.128301423598054
"337","HRF_SQ_25_yrfwd",27,4722.58,1320.58,0.133915,0.04,1142.3017,4.13426680534573,0.298696934622708,4407.92,1300.98,0.134301,0.043,1125.3477,3.9169405153625,0.320176320355023,"HRF_SQ_25_yrfwd-27","HRF_SQ_25_yrfwd",0.0749999999999999,-0.014841963379727,0.0719102985085739,0.00288242541910912,-0.0666288342389117,-0.014841963379727,-0.0525670693778707
"338","HRF_SQ_25_yrfwd",28,2978.17,1320.58,0.133915,0.036,1142.3017,2.60716586520006,0.268827241160438,3053.04,1313.92,0.133928,0.035,1136.5408,2.68625640188192,0.261334448360313,"HRF_SQ_25_yrfwd-28","HRF_SQ_25_yrfwd",-0.0277777777777776,-0.00504323857698889,-0.0278721485507964,9.70765037522701e-05,0.0251395991498134,-0.00504323857698879,0.0303358285475984
"339","HRF_SQ_25_yrfwd",29,3705.68,1320.58,0.133915,0.032,1142.3017,3.24404664722113,0.238957547698167,3614.25,1328.42,0.133735,0.033,1149.0833,3.14533332787971,0.246756645605115,"HRF_SQ_25_yrfwd-29","HRF_SQ_25_yrfwd",0.03125,0.00593678535189086,0.0326380061315289,-0.00134413620580229,-0.0246729345221389,0.00593678535189095,-0.0304290690227837
"340","HRF_SQ_25_yrfwd",3,3571.45,1320.58,0.133915,0.03,1142.3017,3.12653828668906,0.224022700967031,3847.46,1307.27,0.133949,0.028,1130.78855,3.40245751515613,0.209034781894602,"HRF_SQ_25_yrfwd-3","HRF_SQ_25_yrfwd",-0.0666666666666666,-0.010078904723682,-0.0669035727528138,0.000253892394429349,0.0772823363059822,-0.010078904723682,0.0882507115431044
"341","HRF_SQ_25_yrfwd",30,2894.74,1320.58,0.133915,0.034,1142.3017,2.53412911842817,0.253892394429302,3625.2,1315.58,0.134056,0.028,1137.9767,3.18565397692237,0.208867935788029,"HRF_SQ_25_yrfwd-30","HRF_SQ_25_yrfwd",-0.176470588235294,-0.0037862151478896,-0.177336775851356,0.00105290669454506,0.252340451992234,-0.00378621514788956,0.257100103446316
"342","HRF_SQ_25_yrfwd",31,3400.42,1320.58,0.133915,0.031,1142.3017,2.97681426894489,0.231490124332599,3103.92,1319.42,0.134074,0.034,1141.2983,2.71963955435665,0.253591300326685,"HRF_SQ_25_yrfwd-31","HRF_SQ_25_yrfwd",0.0967741935483872,-0.000878401914310229,0.0954735155886473,0.00118732031512521,-0.0871951111921468,-0.000878401914310269,-0.0863925967001603
"343","HRF_SQ_25_yrfwd",33,3019.94,1320.58,0.133915,0.032,1142.3017,2.64373238698673,0.238957547698167,3108.19,1306.71,0.133799,0.032,1130.30415,2.74987046628113,0.239164717225091,"HRF_SQ_25_yrfwd-33","HRF_SQ_25_yrfwd",0,-0.0105029608202457,0.000866972099940962,-0.000866221110405892,0.0292224348828122,-0.0105029608202456,0.0401470586875007
"344","HRF_SQ_25_yrfwd",35,3366.17,1320.58,0.133915,0.034,1142.3017,2.94683094667547,0.253892394429302,3528.34,1326.05,0.133573,0.032,1147.03325,3.07605729825182,0.239569374050145,"HRF_SQ_25_yrfwd-35","HRF_SQ_25_yrfwd",-0.0588235294117648,0.00414211937179116,-0.0564137433551427,-0.00255385879102422,0.0481764141442649,0.0041421193717912,0.0438526518537261
"345","HRF_SQ_25_yrfwd",36,2515.1,1320.58,0.133915,0.035,1142.3017,2.2017825938629,0.26135981779487,2740.29,1297.38,0.134162,0.032,1122.2337,2.44181760002395,0.238517613034988,"HRF_SQ_25_yrfwd-36","HRF_SQ_25_yrfwd",-0.0857142857142858,-0.0175680382862076,-0.0873975385834183,0.0018444535712952,0.0895352073476204,-0.0175680382862074,0.109018486579969
"346","HRF_SQ_25_yrfwd",38,3123.35,1320.58,0.133915,0.038,1142.3017,2.73426013460367,0.283762087891573,3262.66,1301.68,0.133922,0.038,1125.9532,2.89768704418621,0.283747255865354,"HRF_SQ_25_yrfwd-38","HRF_SQ_25_yrfwd",0,-0.0143118932590224,-5.22692313435997e-05,5.22719635590263e-05,0.0446027502521331,-0.0143118932590224,0.059770066320418
"347","HRF_SQ_25_yrfwd",4,3228.38,1320.58,0.133915,0.036,1142.3017,2.82620607147831,0.268827241160438,3302.29,1306.32,0.133772,0.035,1129.9668,2.92246639458788,0.261639207008941,"HRF_SQ_25_yrfwd-4","HRF_SQ_25_yrfwd",-0.0277777777777776,-0.0107982856017811,-0.026738488705492,-0.00106784154127621,0.0228938352981991,-0.010798285601781,0.0340599095306631
"348","HRF_SQ_25_yrfwd",40,4052.18,1320.58,0.133915,0.033,1142.3017,3.54738157178616,0.246424971063734,3844.92,1310.13,0.133919,0.034,1133.26245,3.39278866956194,0.253884810967824,"HRF_SQ_25_yrfwd-40","HRF_SQ_25_yrfwd",0.0303030303030303,-0.00791318965908902,0.0302722563865494,2.98696934623007e-05,-0.0511477772458281,-0.00791318965908905,-0.0435794399603825
"349","HRF_SQ_25_yrfwd",41,2952.51,1320.58,0.133915,0.039,1142.3017,2.58470244769836,0.291229511257141,2505.45,1313.26,0.133948,0.046,1135.9699,2.20556020014263,0.343416848329202,"HRF_SQ_25_yrfwd-41","HRF_SQ_25_yrfwd",0.179487179487179,-0.00554301897651026,0.179196596000132,0.000246424971063774,-0.151416930001931,-0.00554301897651027,-0.146686999849192
"350","HRF_SQ_25_yrfwd",42,4423.19,1320.58,0.133915,0.03,1142.3017,3.872173174565,0.224022700967031,4399.3,1299.34,0.134157,0.03,1123.9291,3.91421487351827,0.223618596122454,"HRF_SQ_25_yrfwd-42","HRF_SQ_25_yrfwd",0,-0.016083841948235,-0.00180385667538768,0.00180711645446733,-0.00540107931153747,-0.0160838419482349,0.0108573912007404
"351","HRF_SQ_25_yrfwd",43,3505.53,1320.58,0.133915,0.036,1142.3017,3.06883023985695,0.268827241160438,3603.83,1311.8,0.134091,0.035,1134.707,3.17600050056975,0.261016772192019,"HRF_SQ_25_yrfwd-43","HRF_SQ_25_yrfwd",-0.0277777777777776,-0.00664859379969416,-0.0290538597751606,0.00131426651233978,0.0280414088597159,-0.00664859379969405,0.0349221860893151
"352","HRF_SQ_25_yrfwd",44,2920.03,1320.58,0.133915,0.03,1142.3017,2.55626862850681,0.224022700967031,3204.29,1333.59,0.133978,0.028,1153.55535,2.7777514100212,0.208989535595396,"HRF_SQ_25_yrfwd-44","HRF_SQ_25_yrfwd",-0.0666666666666666,0.00985173181480854,-0.067105544691417,0.000470447672030822,0.0973483149145727,0.00985173181480864,0.0866429995050101
"353","HRF_SQ_25_yrfwd",47,2497.94,1320.58,0.133915,0.033,1142.3017,2.18676029283682,0.246424971063734,2584.79,1314.76,0.133882,0.032,1137.2674,2.272807608835,0.239016447319281,"HRF_SQ_25_yrfwd-47","HRF_SQ_25_yrfwd",-0.0303030303030303,-0.00440715443214348,-0.030064013855711,-0.000246424971063774,0.0347686493670784,-0.0044071544321434,0.0393492218969063
"354","HRF_SQ_25_yrfwd",48,2816.64,1320.58,0.133915,0.033,1142.3017,2.46575838939923,0.246424971063734,2632.5,1311.8,0.134029,0.036,1134.707,2.31998216279621,0.26859858687299,"HRF_SQ_25_yrfwd-48","HRF_SQ_25_yrfwd",0.0909090909090908,-0.00664859379969416,0.0899812048817114,0.000851286263674741,-0.0653757668711656,-0.00664859379969405,-0.0591202395294432
"355","HRF_SQ_25_yrfwd",49,2377.55,1320.58,0.133915,0.033,1142.3017,2.081367820778,0.246424971063734,2565.62,1300.77,0.134132,0.029,1125.16605,2.28021455144332,0.216204932454597,"HRF_SQ_25_yrfwd-49","HRF_SQ_25_yrfwd",-0.121212121212121,-0.0150009844159384,-0.122633832434626,0.00162043087032816,0.0791024373830202,-0.0150009844159384,0.0955365643113455
"356","HRF_SQ_25_yrfwd",5,5596.85,1320.58,0.133915,0.037,1142.3017,4.89962502900941,0.276294664526005,4918.91,1311.17,0.134185,0.042,1134.16205,4.33704337047779,0.313000707977792,"HRF_SQ_25_yrfwd-5","HRF_SQ_25_yrfwd",0.135135135135135,-0.00712565690832802,0.132851075914757,0.00201620430870323,-0.121128849263425,-0.00712565690832805,-0.114821370043773
"357","HRF_SQ_25_yrfwd",50,4274.3,1320.58,0.133915,0.034,1142.3017,3.74183107667615,0.253892394429302,4496.2,1334.1,0.133826,0.032,1153.9965,3.89619899193802,0.23911646466307,"HRF_SQ_25_yrfwd-50","HRF_SQ_25_yrfwd",-0.0588235294117648,0.0102379257598934,-0.0581976069013231,-0.000664600679535569,0.0519149334393935,0.0102379257598934,0.0412546456797798
"358","HRF_SQ_25_yrfwd",51,3016.54,1320.58,0.133915,0.041,1142.3017,2.64075594039648,0.306164357988276,3214.73,1322.97,0.134186,0.04,1144.36905,2.80917244310304,0.298093690847033,"HRF_SQ_25_yrfwd-51","HRF_SQ_25_yrfwd",-0.024390243902439,0.00180981084069124,-0.0263605704931595,0.0020236717320688,0.0657011012617105,0.00180981084069129,0.0637758681634426
"359","HRF_SQ_25_yrfwd",52,3171.92,1320.58,0.133915,0.034,1142.3017,2.77677954957084,0.253892394429302,3258.48,1304.52,0.134175,0.033,1128.4098,2.88767431831946,0.245947456679709,"HRF_SQ_25_yrfwd-52","HRF_SQ_25_yrfwd",-0.0294117647058824,-0.0121613230550213,-0.0312925393746094,0.00194153007504747,0.0272894650558652,-0.0121613230550212,0.0399364684048345
"360","HRF_SQ_25_yrfwd",54,3569.31,1320.58,0.133915,0.029,1142.3017,3.12466487618814,0.216555277601464,3250.34,1312.52,0.134042,0.032,1135.3298,2.86290380116861,0.238731143969801,"HRF_SQ_25_yrfwd-54","HRF_SQ_25_yrfwd",0.103448275862069,-0.00610337881839798,0.10240279809365,0.000948362767427011,-0.0893646110872969,-0.00610337881839794,-0.0837725277402727
"361","HRF_SQ_25_yrfwd",55,4035.93,1320.58,0.133915,0.037,1142.3017,3.53315590793571,0.276294664526005,3576.93,1323.84,0.133913,0.042,1145.1216,3.12362460021713,0.313636465466385,"HRF_SQ_25_yrfwd-55","HRF_SQ_25_yrfwd",0.135135135135135,0.00246861227642396,0.135152088457593,-1.49348467311504e-05,-0.113728434338554,0.00246861227642399,-0.115910907525689
"362","HRF_SQ_25_yrfwd",56,4287.72,1320.58,0.133915,0.032,1142.3017,3.75357928645296,0.238957547698167,3780.53,1316.93,0.133986,0.037,1139.14445,3.31874504589826,0.276148254295225,"HRF_SQ_25_yrfwd-56","HRF_SQ_25_yrfwd",0.15625,-0.00276393705795936,0.155637296060783,0.000530187058955216,-0.118288974093458,-0.00276393705795928,-0.115845225948485
"363","HRF_SQ_25_yrfwd",57,3255.8,1320.58,0.133915,0.031,1142.3017,2.8502102378032,0.231490124332599,3574.82,1330.71,0.133945,0.028,1151.06415,3.10566530979181,0.209041024301019,"HRF_SQ_25_yrfwd-57","HRF_SQ_25_yrfwd",-0.0967741935483871,0.00767087188962421,-0.0969764913138397,0.000224022700967048,0.0979851342220038,0.00767087188962434,0.0896267470379676
