"","scenario","iteration","SpawnBio_om","SSB_MSY_om","F_MSY_om","annual_F_om","bmsst_om","ssb_ssbmsst_om","F_Fmsy_om","SpawnBio_em","SSB_MSY_em","F_MSY_em","annual_F_em","bmsst_em","ssb_ssbmsst_em","F_Fmsy_em","ID","species","annual_F_re","bmsst_re","F_Fmsy_re","F_MSY_re","SpawnBio_re","SSB_MSY_re","ssb_ssbmsst_re"
"949","XLRF_poorrec_25_yrfwd",42,2184.31,1307.9,0.139546,0.03,1131.3335,1.93073925593116,0.214982873031115,2718.27,1285.82,0.139501,0.023,1112.2343,2.44397246155779,0.164873370083369,"XLRF_poorrec_25_yrfwd-42","XLRF_poorrec_25_yrfwd",-0.233333333333333,-0.0168820246196193,-0.233086023278208,-0.000322474309546796,0.244452481561683,-0.0168820246196194,0.265822121785729
"950","XLRF_poorrec_25_yrfwd",43,2112.05,1307.9,0.139546,0.036,1131.3335,1.86686772733239,0.257979447637338,2815.39,1297.53,0.139573,0.027,1122.36345,2.50844768688788,0.193447156685032,"XLRF_poorrec_25_yrfwd-43","XLRF_poorrec_25_yrfwd",-0.25,-0.00792874072941348,-0.250145085367514,0.000193484585727998,0.333012949504036,-0.00792874072941365,0.34366653307155
"951","XLRF_poorrec_25_yrfwd",44,2046.89,1307.9,0.139546,0.03,1131.3335,1.80927197859871,0.214982873031115,2317.21,1320.84,0.139825,0.027,1142.5266,2.02814534033606,0.193098516002146,"XLRF_poorrec_25_yrfwd-44","XLRF_poorrec_25_yrfwd",-0.1,0.00989372276167899,-0.10179581619882,0.00199934071918938,0.132063765028897,0.00989372276167889,0.120973167288464
"952","XLRF_poorrec_25_yrfwd",47,1981.51,1307.9,0.139546,0.033,1131.3335,1.75148176908047,0.236481160334227,2091.97,1302.77,0.139604,0.031,1126.89605,1.85640015332381,0.222056674593851,"XLRF_poorrec_25_yrfwd-47","XLRF_poorrec_25_yrfwd",-0.0606060606060607,-0.00392231822004731,-0.0609963420341348,0.000415633554526841,0.0557453659078177,-0.00392231822004749,0.059902641349459
"953","XLRF_poorrec_25_yrfwd",48,2126.02,1307.9,0.139546,0.033,1131.3335,1.87921598715145,0.236481160334227,2030.58,1298.58,0.139754,0.035,1123.2717,1.80773716635076,0.250440058960745,"XLRF_poorrec_25_yrfwd-48","XLRF_poorrec_25_yrfwd",0.0606060606060607,-0.00712592705864358,0.0590275293253384,0.0014905479196823,-0.0448913933076829,-0.00712592705864375,-0.03803651165667
"954","XLRF_poorrec_25_yrfwd",49,2065.42,1307.9,0.139546,0.033,1131.3335,1.82565088013393,0.236481160334227,2358.99,1288.69,0.139519,0.028,1114.71685,2.11622350554762,0.200689511822762,"XLRF_poorrec_25_yrfwd-49","XLRF_poorrec_25_yrfwd",-0.151515151515152,-0.014687667252848,-0.151350951005478,-0.000193484585727998,0.142135739946355,-0.0146876672528481,0.159161112661569
"955","XLRF_poorrec_25_yrfwd",5,2093.65,1307.9,0.139546,0.037,1131.3335,1.85060373444258,0.265145543405042,2022.29,1297.03,0.139433,0.039,1121.93095,1.80250843423118,0.279704230705787,"XLRF_poorrec_25_yrfwd-5","XLRF_poorrec_25_yrfwd",0.0540540540540541,-0.00831103295358974,0.0549082858937771,-0.000809768821750548,-0.0340840159530008,-0.00831103295358981,-0.0259889782541111
"956","XLRF_poorrec_25_yrfwd",50,2149.38,1307.9,0.139546,0.034,1131.3335,1.89986418682024,0.243647256101931,2575.08,1321.44,0.139688,0.028,1143.0456,2.2528235094033,0.200446709810435,"XLRF_poorrec_25_yrfwd-50","XLRF_poorrec_25_yrfwd",-0.176470588235294,0.0103524734306904,-0.177307748023326,0.00101758559901397,0.198057114144544,0.0103524734306904,0.185781344283243
"957","XLRF_poorrec_25_yrfwd",51,2093.61,1307.9,0.139546,0.041,1131.3335,1.8505683779363,0.293809926475857,2308.21,1313.52,0.139682,0.038,1136.1948,2.03152663610149,0.272046505634226,"XLRF_poorrec_25_yrfwd-51","XLRF_poorrec_25_yrfwd",-0.0731707317073171,0.00429696459974007,-0.0740731298723476,0.000974589024407702,0.102502376278294,0.00429696459973996,0.0977852319982805
"958","XLRF_poorrec_25_yrfwd",52,2063.49,1307.9,0.139546,0.034,1131.3335,1.82394492870581,0.243647256101931,2405.24,1289.12,0.13975,0.029,1115.0888,2.15699413356138,0.207513416815742,"XLRF_poorrec_25_yrfwd-52","XLRF_poorrec_25_yrfwd",-0.147058823529412,-0.0143588959400565,-0.148303904030306,0.00146188353661165,0.165617473309781,-0.0143588959400567,0.182598278935912
"959","XLRF_poorrec_25_yrfwd",54,2127.82,1307.9,0.139546,0.029,1131.3335,1.88080702993414,0.207816777263411,2023.96,1301.4,0.139436,0.031,1125.711,1.79793925794453,0.222324220430879,"XLRF_poorrec_25_yrfwd-54","XLRF_poorrec_25_yrfwd",0.0689655172413793,-0.00496979891429004,0.0698088160085309,-0.000788270534447415,-0.0488105196868157,-0.00496979891429008,-0.0440596885649196
"960","XLRF_poorrec_25_yrfwd",55,2145.19,1307.9,0.139546,0.037,1131.3335,1.89616059278718,0.265145543405042,1635.71,1312.27,0.139772,0.049,1135.11355,1.44101002053935,0.35057092979996,"XLRF_poorrec_25_yrfwd-55","XLRF_poorrec_25_yrfwd",0.324324324324324,0.00334123403929971,0.322182999185546,0.0016195376435011,-0.237498776332166,0.00334123403929956,-0.240037987277649
"961","XLRF_poorrec_25_yrfwd",56,2126.28,1307.9,0.139546,0.032,1131.3335,1.87944580444228,0.229315064566523,1700.5,1302.27,0.13962,0.041,1126.46355,1.50959167742267,0.293654204268729,"XLRF_poorrec_25_yrfwd-56","XLRF_poorrec_25_yrfwd",0.28125,-0.00430461044422358,0.280570924652629,0.000530291086810018,-0.200246439791561,-0.00430461044422365,-0.196788929026533
"962","XLRF_poorrec_25_yrfwd",57,2043.31,1307.9,0.139546,0.031,1131.3335,1.80610757128645,0.222148968798819,2269.24,1319.87,0.1395,0.028,1141.68755,1.9876191169817,0.200716845878136,"XLRF_poorrec_25_yrfwd-57","XLRF_poorrec_25_yrfwd",-0.0967741935483871,0.0091520758467772,-0.0964763556480518,-0.000329640405314309,0.110570593791446,0.00915207584677712,0.100498745800596
"963","XLRF_poorrec_25_yrfwd",58,2133.82,1307.9,0.139546,0.035,1131.3335,1.88611050587647,0.250813351869634,2222.55,1311.57,0.139572,0.033,1134.50805,1.95904295258196,0.236437107729344,"XLRF_poorrec_25_yrfwd-58","XLRF_poorrec_25_yrfwd",-0.0571428571428572,0.00280602492545298,-0.0573184961371703,0.000186318489960287,0.0415827014462326,0.0028060249254529,0.0386681726644614
"964","XLRF_poorrec_25_yrfwd",59,2149.85,1307.9,0.139546,0.031,1131.3335,1.90027962576906,0.222148968798819,2724.4,1301.55,0.139951,0.024,1125.84075,2.41988043157969,0.171488592435924,"XLRF_poorrec_25_yrfwd-59","XLRF_poorrec_25_yrfwd",-0.225806451612903,-0.00485511124703734,-0.228046867094727,0.00290226878591997,0.267251203572342,-0.00485511124703734,0.273433866660725
"965","XLRF_poorrec_25_yrfwd",6,2222.76,1307.9,0.139546,0.037,1131.3335,1.96472569759492,0.265145543405042,1817.25,1300.49,0.13968,0.046,1124.92385,1.61544268085346,0.329324169530355,"XLRF_poorrec_25_yrfwd-6","XLRF_poorrec_25_yrfwd",0.243243243243243,-0.00566557076229074,0.24205055571035,0.00096025683287228,-0.182435350645144,-0.00566557076229076,-0.177776987988207
"966","XLRF_poorrec_25_yrfwd",60,2009.9,1307.9,0.139546,0.038,1131.3335,1.77657604941425,0.272311639172746,2514.04,1309.43,0.139579,0.03,1132.65695,2.21959526227248,0.214932045651566,"XLRF_poorrec_25_yrfwd-60","XLRF_poorrec_25_yrfwd",-0.210526315789474,0.00116981420597913,-0.210712967302803,0.000236481160334264,0.250828399422857,0.00116981420597903,0.249366872307152
"967","XLRF_poorrec_25_yrfwd",61,2163.4,1307.9,0.139546,0.027,1131.3335,1.91225664227215,0.193484585728004,3049.7,1318.73,0.139631,0.019,1140.70145,2.67353039658186,0.13607293509321,"XLRF_poorrec_25_yrfwd-61","XLRF_poorrec_25_yrfwd",-0.296296296296296,0.00828044957565569,-0.296724674054923,0.000609118140254839,0.409679208653046,0.00828044957565558,0.398102293113313
"968","XLRF_poorrec_25_yrfwd",63,2254.64,1307.9,0.139546,0.036,1131.3335,1.99290483310182,0.257979447637338,2465.7,1340.52,0.139554,0.033,1159.5498,2.12642872259561,0.23646760393826,"XLRF_poorrec_25_yrfwd-63","XLRF_poorrec_25_yrfwd",-0.0833333333333332,0.0249407447052527,-0.0833858816897641,5.73287661416881e-05,0.0936113969414186,0.0249407447052526,0.06699963153081
"969","XLRF_poorrec_25_yrfwd",64,2099.6,1307.9,0.139546,0.03,1131.3335,1.85586301475206,0.214982873031115,1770.73,1302.98,0.139415,0.035,1127.0777,1.57108068059549,0.251049026288419,"XLRF_poorrec_25_yrfwd-64","XLRF_poorrec_25_yrfwd",0.166666666666667,-0.00376175548589334,0.167762914081459,-0.000938758545569147,-0.156634597066108,-0.00376175548589347,-0.153450083272777
"970","XLRF_poorrec_25_yrfwd",65,2324.99,1307.9,0.139546,0.031,1131.3335,2.05508808852562,0.222148968798819,2957.88,1311.79,0.139803,0.024,1134.69835,2.60675447355678,0.171670135833995,"XLRF_poorrec_25_yrfwd-65","XLRF_poorrec_25_yrfwd",-0.225806451612903,0.00297423350409047,-0.22722965241643,0.00184168661229994,0.272211923492144,0.00297423350409043,0.268439288861308
"971","XLRF_poorrec_25_yrfwd",66,2330.52,1307.9,0.139546,0.033,1131.3335,2.05997612551913,0.236481160334227,2392.25,1283.32,0.139576,0.032,1110.0718,2.15504078204671,0.229265776351235,"XLRF_poorrec_25_yrfwd-66","XLRF_poorrec_25_yrfwd",-0.0303030303030303,-0.0187934857405001,-0.030511453736077,0.000214982873031131,0.0264876508247087,-0.0187934857405002,0.0461484263579126
"972","XLRF_poorrec_25_yrfwd",69,2163.86,1307.9,0.139546,0.034,1131.3335,1.9126632420944,0.243647256101931,2367.58,1286.06,0.139562,0.031,1112.4419,2.1282729462096,0.222123500666371,"XLRF_poorrec_25_yrfwd-69","XLRF_poorrec_25_yrfwd",-0.0882352941176471,-0.0166985243520146,-0.088339822823843,0.000114657532283177,0.0941465714048043,-0.0166985243520148,0.112727478298325
"973","XLRF_poorrec_25_yrfwd",70,2159.26,1307.9,0.139546,0.035,1131.3335,1.90859724387194,0.250813351869634,2595.79,1300.91,0.139393,0.028,1125.28715,2.30678009608481,0.200870918912714,"XLRF_poorrec_25_yrfwd-70","XLRF_poorrec_25_yrfwd",-0.2,-0.00534444529398259,-0.199121907125896,-0.00109641265245879,0.202166482961755,-0.00534444529398273,0.208625918061726
"974","XLRF_poorrec_25_yrfwd",71,1975.8,1307.9,0.139546,0.031,1131.3335,1.74643462780869,0.222148968798819,2203.94,1291.57,0.139582,0.028,1117.20805,1.97272119548369,0.200598931094267,"XLRF_poorrec_25_yrfwd-71","XLRF_poorrec_25_yrfwd",-0.0967741935483871,-0.0124856640415934,-0.0970071471457869,0.000257979447637397,0.115467152545804,-0.0124856640415935,0.129570591462064
"975","XLRF_poorrec_25_yrfwd",72,2206.95,1307.9,0.139546,0.032,1131.3335,1.95075103848688,0.229315064566523,2246.82,1320.43,0.139554,0.032,1142.17195,1.96714689062361,0.229301918970434,"XLRF_poorrec_25_yrfwd-72","XLRF_poorrec_25_yrfwd",0,0.00958024313785475,-5.73254797426997e-05,5.73287661416881e-05,0.0180656562223885,0.00958024313785455,0.00840489217395974
"976","XLRF_poorrec_25_yrfwd",73,2178.6,1307.9,0.139546,0.03,1131.3335,1.92569211465938,0.214982873031115,2717.76,1309.63,0.139618,0.024,1132.82995,2.39908911306591,0.171897606325832,"XLRF_poorrec_25_yrfwd-73","XLRF_poorrec_25_yrfwd",-0.2,0.0013227310956496,-0.200412554255182,0.000515958895274596,0.247480033048747,0.00132273109564953,0.245832132147596
"977","XLRF_poorrec_25_yrfwd",74,2229.2,1307.9,0.139546,0.026,1131.3335,1.97041809510635,0.1863184899603,2982.07,1308.47,0.139537,0.019,1131.82655,2.63474116241574,0.136164601503544,"XLRF_poorrec_25_yrfwd-74","XLRF_poorrec_25_yrfwd",-0.269230769230769,0.000435813135560857,-0.269183635330249,-6.44948619093991e-05,0.33773102458281,0.000435813135560774,0.337148277799153
"978","XLRF_poorrec_25_yrfwd",75,2052.87,1307.9,0.139546,0.032,1131.3335,1.81455777628789,0.229315064566523,1966.51,1306.5,0.139545,0.034,1130.1225,1.74008569867426,0.243649002114013,"XLRF_poorrec_25_yrfwd-75","XLRF_poorrec_25_yrfwd",0.0625000000000001,-0.00107041822769326,0.0625076140313161,-7.16609576771101e-06,-0.042067934160468,-0.00107041822769332,-0.0410414474462121
"979","XLRF_poorrec_25_yrfwd",76,2009.19,1307.9,0.139546,0.028,1131.3335,1.77594847142774,0.200650681495708,2289.45,1314.5,0.139679,0.024,1137.0425,2.01351312725778,0.171822535957445,"XLRF_poorrec_25_yrfwd-76","XLRF_poorrec_25_yrfwd",-0.142857142857143,0.00504625735912537,-0.143673299902941,0.000953090737104569,0.139489047825243,0.00504625735912525,0.133767763903108
"980","XLRF_poorrec_25_yrfwd",77,2215.6,1307.9,0.139546,0.036,1131.3335,1.95839688297041,0.257979447637338,3254.92,1305.55,0.139598,0.024,1129.30075,2.88224372471195,0.171922233842892,"XLRF_poorrec_25_yrfwd-77","XLRF_poorrec_25_yrfwd",-0.333333333333333,-0.00179677345362802,-0.333581665448884,0.000372636979920575,0.469091893843654,-0.00179677345362806,0.47173627050524
"981","XLRF_poorrec_25_yrfwd",78,2170.6,1307.9,0.139546,0.035,1131.3335,1.91862081340294,0.250813351869634,2512.63,1290.3,0.139339,0.03,1116.1095,2.25123968571184,0.215302248473148,"XLRF_poorrec_25_yrfwd-78","XLRF_poorrec_25_yrfwd",-0.142857142857143,-0.0134566862910008,-0.141583783844745,-0.00148338182391479,0.157573942688658,-0.0134566862910009,0.173363527584667
"982","XLRF_poorrec_25_yrfwd",79,2222.71,1307.9,0.139546,0.034,1131.3335,1.96468150196207,0.243647256101931,2320.87,1317.57,0.139718,0.032,1139.69805,2.03639025266385,0.229032766000086,"XLRF_poorrec_25_yrfwd-79","XLRF_poorrec_25_yrfwd",-0.0588235294117648,0.00739353161556695,-0.0599821657574123,0.0012325684720451,0.0441623063737509,0.00739353161556682,0.0364989188477491
"983","XLRF_poorrec_25_yrfwd",80,2135.42,1307.9,0.139546,0.031,1131.3335,1.88752476612776,0.222148968798819,2727.39,1289.96,0.139625,0.024,1115.8154,2.44430216682795,0.171888988361683,"XLRF_poorrec_25_yrfwd-80","XLRF_poorrec_25_yrfwd",-0.225806451612903,-0.0137166450034406,-0.226244491292922,0.000566121565648573,0.277214786786674,-0.0137166450034407,0.294977533906703
"984","XLRF_poorrec_25_yrfwd",81,2093.79,1307.9,0.139546,0.035,1131.3335,1.85072748221457,0.250813351869634,2583.36,1317.03,0.139655,0.029,1139.23095,2.26763502167844,0.20765457735133,"XLRF_poorrec_25_yrfwd-81","XLRF_poorrec_25_yrfwd",-0.171428571428571,0.00698065601345663,-0.172075267112323,0.000781104438679704,0.233820010602783,0.0069806560134566,0.22526684423846
"985","XLRF_poorrec_25_yrfwd",82,2162.74,1307.9,0.139546,0.027,1131.3335,1.91167325991849,0.193484585728004,2426.32,1308.17,0.13955,0.024,1131.56705,2.14421231159037,0.171981368685059,"XLRF_poorrec_25_yrfwd-82","XLRF_poorrec_25_yrfwd",-0.111111111111111,0.000206437801055259,-0.111136589832398,2.8664383070844e-05,0.121873179392807,0.000206437801055113,0.121641630161105
"986","XLRF_poorrec_25_yrfwd",83,2135.91,1307.9,0.139546,0.035,1131.3335,1.88795788332972,0.250813351869634,2397.28,1307.57,0.139577,0.031,1131.04805,2.11952091690534,0.222099629595134,"XLRF_poorrec_25_yrfwd-83","XLRF_poorrec_25_yrfwd",-0.114285714285714,-0.000252312867956339,-0.114482431100499,0.000222148968798842,0.122369388223287,-0.000252312867956384,0.122652647932605
"987","XLRF_poorrec_25_yrfwd",84,2115.18,1307.9,0.139546,0.032,1131.3335,1.86963437394897,0.229315064566523,1773.86,1313.54,0.139455,0.037,1136.2121,1.5612049898078,0.26531856154315,"XLRF_poorrec_25_yrfwd-84","XLRF_poorrec_25_yrfwd",0.15625,0.00431225628870709,0.157004499659388,-0.000652114714861105,-0.16136688130561,0.00431225628870699,-0.164967754358152
"988","XLRF_poorrec_25_yrfwd",85,2253.11,1307.9,0.139546,0.032,1131.3335,1.99155244673653,0.229315064566523,2088.13,1293.73,0.139814,0.035,1119.07645,1.86594043686649,0.250332584719699,"XLRF_poorrec_25_yrfwd-85","XLRF_poorrec_25_yrfwd",0.0937500000000001,-0.0108341616331523,0.0916534646029726,0.00192051366574456,-0.0732232336636915,-0.0108341616331524,-0.0630724087009981
"989","XLRF_poorrec_25_yrfwd",86,2028.25,1307.9,0.139546,0.04,1131.3335,1.79279584667121,0.286643830708154,2317.81,1301.94,0.139533,0.035,1126.1781,2.05812029198579,0.250836719629048,"XLRF_poorrec_25_yrfwd-86","XLRF_poorrec_25_yrfwd",-0.125,-0.00455692331217972,-0.12491847806612,-9.31592449802431e-05,0.142763466042155,-0.00455692331217986,0.14799479026417
"990","XLRF_poorrec_25_yrfwd",87,2225.85,1307.9,0.139546,0.026,1131.3335,1.96745698770522,0.1863184899603,2092.88,1299.46,0.139465,0.028,1124.0329,1.86193838276442,0.200767217581472,"XLRF_poorrec_25_yrfwd-87","XLRF_poorrec_25_yrfwd",0.076923076923077,-0.00645309274409361,0.0775485440240039,-0.000580453757183995,-0.0597389761214816,-0.00645309274409363,-0.0536319754892691
"991","XLRF_poorrec_25_yrfwd",88,2079.7,1307.9,0.139546,0.035,1131.3335,1.83827315287667,0.250813351869634,2381.28,1312.95,0.139744,0.03,1135.70175,2.09674767164883,0.21467826883444,"XLRF_poorrec_25_yrfwd-88","XLRF_poorrec_25_yrfwd",-0.142857142857143,0.00386115146417921,-0.144071608492263,0.00141888696200539,0.145011299706689,0.00386115146417918,0.140607242382709
"992","XLRF_poorrec_25_yrfwd",89,2031.14,1307.9,0.139546,0.034,1131.3335,1.7953503542501,0.243647256101931,1700.63,1310.48,0.139799,0.041,1133.5652,1.50024894906795,0.293278206568001,"XLRF_poorrec_25_yrfwd-89","XLRF_poorrec_25_yrfwd",0.205882352941176,0.00197262787674903,0.203700018051126,0.00181302222922909,-0.162721427375759,0.00197262787674893,-0.16436981477379
"993","XLRF_poorrec_25_yrfwd",9,2151.64,1307.9,0.139546,0.034,1131.3335,1.90186182942519,0.243647256101931,3005.55,1318.34,0.139695,0.024,1140.3641,2.63560559298561,0.171802856222485,"XLRF_poorrec_25_yrfwd-9","XLRF_poorrec_25_yrfwd",-0.294117647058824,0.00798226164079827,-0.294870547811093,0.00106774826938795,0.396864717145991,0.00798226164079809,0.385802876007132
"994","XLRF_poorrec_25_yrfwd",90,2262.52,1307.9,0.139546,0.033,1131.3335,1.99987006483941,0.236481160334227,3099.83,1316.07,0.139729,0.024,1138.40055,2.72296952070166,0.171761051750174,"XLRF_poorrec_25_yrfwd-90","XLRF_poorrec_25_yrfwd",-0.272727272727273,0.00624665494303835,-0.273679765832433,0.00131139552548972,0.370078496543677,0.00624665494303834,0.361573218468224
"995","XLRF_poorrec_25_yrfwd",91,2197.64,1307.9,0.139546,0.03,1131.3335,1.9425218116497,0.214982873031115,2684.84,1314.93,0.139759,0.024,1137.41445,2.36047642967785,0.171724182342461,"XLRF_poorrec_25_yrfwd-91","XLRF_poorrec_25_yrfwd",-0.2,0.00537502867191684,-0.201219241694631,0.00152637839852085,0.221692360896234,0.00537502867191679,0.21516083655874
"996","XLRF_poorrec_25_yrfwd",93,2283.92,1307.9,0.139546,0.034,1131.3335,2.01878579570038,0.243647256101931,2635.85,1296.98,0.139506,0.03,1121.8877,2.34947758140142,0.215044514214442,"XLRF_poorrec_25_yrfwd-93","XLRF_poorrec_25_yrfwd",-0.11764705882353,-0.00834926217600731,-0.117394065277395,-0.000286643830708241,0.154090335913692,-0.0083492621760074,0.163807267915865
"997","XLRF_poorrec_25_yrfwd",95,2195.76,1307.9,0.139546,0.034,1131.3335,1.94086005585444,0.243647256101931,1913.44,1310.97,0.139629,0.038,1133.98905,1.68735315389509,0.272149768314605,"XLRF_poorrec_25_yrfwd-95","XLRF_poorrec_25_yrfwd",0.117647058823529,0.00234727425644158,0.116982693212644,0.000594785948719417,-0.128575071956862,0.00234727425644158,-0.130615755213605
"998","XLRF_poorrec_25_yrfwd",97,2078.14,1307.9,0.139546,0.031,1131.3335,1.83689424913167,0.222148968798819,2237.56,1300.84,0.139641,0.029,1125.2266,1.9885416857369,0.207675396194527,"XLRF_poorrec_25_yrfwd-97","XLRF_poorrec_25_yrfwd",-0.064516129032258,-0.00539796620536738,-0.0651525536334991,0.00068077909793175,0.0767128297419808,-0.00539796620536751,0.0825564327815387
"999","XLRF_poorrec_25_yrfwd",99,2186.9,1307.9,0.139546,0.026,1131.3335,1.93302858971294,0.1863184899603,2238.99,1312.31,0.139612,0.025,1135.14815,1.97242095668305,0.179067701916741,"XLRF_poorrec_25_yrfwd-99","XLRF_poorrec_25_yrfwd",-0.0384615384615384,0.00337181741723376,-0.0389160949356347,0.000472962320668529,0.023819104668709,0.00337181741723362,0.0203785744193098
"1000","XLRF_SQ_25_yrfwd",1,3389.28,1320.58,0.133915,0.033,1142.3017,2.96706202923448,0.246424971063734,2602.54,1312.96,0.134284,0.043,1135.7104,2.29155249436828,0.320216853832177,"XLRF_SQ_25_yrfwd-1","XLRF_SQ_25_yrfwd",0.303030303030303,-0.00577019188538374,0.299449696391998,0.00275547922189434,-0.232125997261955,-0.00577019188538361,-0.227669502090081
"1001","XLRF_SQ_25_yrfwd",10,2948.63,1320.58,0.133915,0.036,1142.3017,2.58130579688361,0.268827241160438,3604.12,1304.54,0.133812,0.03,1128.4271,3.19393251012848,0.224195139449377,"XLRF_SQ_25_yrfwd-10","XLRF_SQ_25_yrfwd",-0.166666666666667,-0.0121461781944298,-0.166025219462131,-0.000769144606653622,0.222303239131393,-0.0121461781944297,0.237332095245938
"1002","XLRF_SQ_25_yrfwd",100,2337.48,1320.58,0.133915,0.038,1142.3017,2.04628952228645,0.283762087891573,2962.24,1314.14,0.13399,0.03,1136.7311,2.60592852610437,0.223897305769087,"XLRF_SQ_25_yrfwd-100","XLRF_SQ_25_yrfwd",-0.210526315789474,-0.00487664511048177,-0.210968218366649,0.000560056752417517,0.267279292229238,-0.00487664511048163,0.27348964930075
"1003","XLRF_SQ_25_yrfwd",103,3649.67,1320.58,0.133915,0.041,1142.3017,3.19501406677413,0.306164357988276,3200.01,1313.2,0.133891,0.046,1135.918,2.8171135592534,0.343563047553607,"XLRF_SQ_25_yrfwd-103","XLRF_SQ_25_yrfwd",0.121951219512195,-0.00558845355828488,0.122152329588812,-0.000179218160773597,-0.12320565968978,-0.00558845355828491,-0.118278198349931
"1004","XLRF_SQ_25_yrfwd",104,3114.66,1320.58,0.133915,0.036,1142.3017,2.72665268728918,0.268827241160438,2197.21,1336.18,0.133901,0.049,1155.7957,1.90103666244822,0.365942001926797,"XLRF_SQ_25_yrfwd-104","XLRF_SQ_25_yrfwd",0.361111111111111,0.0118129912614156,0.361253421889639,-0.000104543927118053,-0.294558635613518,0.0118129912614155,-0.302794715546184
"1005","XLRF_SQ_25_yrfwd",106,3809.82,1320.58,0.133915,0.035,1142.3017,3.33521345542951,0.26135981779487,3290.31,1327.23,0.133946,0.04,1148.05395,2.8659890068755,0.298627805234945,"XLRF_SQ_25_yrfwd-106","XLRF_SQ_25_yrfwd",0.142857142857143,0.00503566614669312,0.142592643943935,0.000231490124332623,-0.136360772949903,0.00503566614669319,-0.140687981391457
"1006","XLRF_SQ_25_yrfwd",107,3354.52,1320.58,0.133915,0.035,1142.3017,2.93663223997653,0.26135981779487,3122.61,1322.5,0.134224,0.037,1143.9625,2.72964367276025,0.275658600548337,"XLRF_SQ_25_yrfwd-107","XLRF_SQ_25_yrfwd",0.057142857142857,0.00145390661678969,0.054709185498016,0.00230743381996045,-0.0691335869215267,0.00145390661678965,-0.070485014908756
"1007","XLRF_SQ_25_yrfwd",108,2860.95,1320.58,0.133915,0.033,1142.3017,2.50454849187391,0.246424971063734,2526.07,1337.2,0.13389,0.037,1156.678,2.18390079175017,0.27634625438793,"XLRF_SQ_25_yrfwd-108","XLRF_SQ_25_yrfwd",0.121212121212121,0.012585379151585,0.121421474435142,-0.000186685584139172,-0.11705202817246,0.012585379151585,-0.128026149688893
"1008","XLRF_SQ_25_yrfwd",11,2955.35,1320.58,0.133915,0.031,1142.3017,2.58718865602669,0.231490124332599,2868.04,1322.19,0.13416,0.031,1143.69435,2.50769797017883,0.231067382230173,"XLRF_SQ_25_yrfwd-11","XLRF_SQ_25_yrfwd",0,0.00121916127762044,-0.00182617769827068,0.00182951872456405,-0.0295430321281743,0.00121916127762054,-0.0307247349986193
"1009","XLRF_SQ_25_yrfwd",110,4124.28,1320.58,0.133915,0.036,1142.3017,3.61049974800878,0.268827241160438,3927.22,1319.21,0.133883,0.038,1141.11665,3.44155875738033,0.283829911191115,"XLRF_SQ_25_yrfwd-110","XLRF_SQ_25_yrfwd",0.0555555555555556,-0.00103742295052178,0.0558078488099478,-0.000238957547698198,-0.0477804610744178,-0.00103742295052166,-0.0467915807836922
"1010","XLRF_SQ_25_yrfwd",111,3924.29,1320.58,0.133915,0.036,1142.3017,3.43542340871943,0.268827241160438,4079.13,1295.94,0.134046,0.035,1120.9881,3.63887002903956,0.261104396998045,"XLRF_SQ_25_yrfwd-111","XLRF_SQ_25_yrfwd",-0.0277777777777776,-0.0186584682487997,-0.0287279076668537,0.000978232460889312,0.0394568189404963,-0.0186584682487997,0.0592202462740871
"1011","XLRF_SQ_25_yrfwd",112,4897.74,1320.58,0.133915,0.035,1142.3017,4.28760633027159,0.26135981779487,4160.88,1320.61,0.133799,0.041,1142.32765,3.6424575733591,0.306429793944648,"XLRF_SQ_25_yrfwd-112","XLRF_SQ_25_yrfwd",0.171428571428571,2.27172908873078e-05,0.172444167317074,-0.000866221110405892,-0.150448982591971,2.27172908873167e-05,-0.150468281651135
"1012","XLRF_SQ_25_yrfwd",114,3729.5,1320.58,0.133915,0.03,1142.3017,3.26489928186223,0.224022700967031,4210.6,1328.47,0.133931,0.026,1149.12655,3.66417432440317,0.194129813112722,"XLRF_SQ_25_yrfwd-114","XLRF_SQ_25_yrfwd",-0.133333333333333,0.0059746475033697,-0.13343686923366,0.000119478773848996,0.128998525271484,0.00597464750336981,0.122293218893175
"1013","XLRF_SQ_25_yrfwd",115,4941.29,1320.58,0.133915,0.028,1142.3017,4.3257311093908,0.209087854235896,3943.66,1304.96,0.133819,0.037,1128.7904,3.49370441137699,0.276492874703891,"XLRF_SQ_25_yrfwd-115","XLRF_SQ_25_yrfwd",0.321428571428571,-0.0118281361220069,0.322376546998985,-0.000716872643094595,-0.201896670707447,-0.0118281361220069,-0.192343600878832
"1014","XLRF_SQ_25_yrfwd",116,2522.39,1320.58,0.133915,0.037,1142.3017,2.20816444552258,0.276294664526005,3457.76,1308.77,0.134241,0.027,1132.08605,3.05432612653429,0.201130802064943,"XLRF_SQ_25_yrfwd-116","XLRF_SQ_25_yrfwd",-0.27027027027027,-0.00894304017931523,-0.272042395715491,0.00243438001717502,0.370826874511872,-0.00894304017931511,0.383196859603206
