"Value.SSB","StdDev.SSB","Value.Recr","StdDev.Recr","Value.SPRratio","StdDev.SPRratio","Value.F","StdDev.F","Value.Bratio","StdDev.Bratio","Value.lnSPB","StdDev.lnSPB","year","model_run","iteration","scenario"
941.626,123.752,263.73,151.76,0.673877,0.0331687,0.140403,0.0151858,0.285944,0.0270771,NA,NA,"32","em","3","opaka-sim"
954.006,128.703,316.473,186.228,0.71891,0.0318931,0.163774,0.0177463,0.289704,0.0283831,NA,NA,"33","em","3","opaka-sim"
952.794,134.271,274.547,155.865,0.689889,0.0340653,0.14604,0.0159145,0.289336,0.0300604,NA,NA,"34","em","3","opaka-sim"
990.836,142.686,188.893,94.3018,0.744762,0.0314271,0.178433,0.0185496,0.300888,0.0324923,NA,NA,"35","em","3","opaka-sim"
1009.75,151.57,183.231,88.1937,0.744264,0.0300355,0.180986,0.0183189,0.306632,0.0353524,NA,NA,"36","em","3","opaka-sim"
1056.31,148.529,178.658,84.1383,0.728099,0.0289292,0.173626,0.0174094,0.320772,0.0344354,NA,NA,"37","em","3","opaka-sim"
1087.94,136.28,169.403,78.8919,0.751618,0.0277896,0.190729,0.019208,0.330377,0.029982,6.99205,0.125263,"38","em","3","opaka-sim"
1041.2,134.158,204.915,98.6568,0.722584,0.0301061,0.170519,0.0178867,0.316181,0.0293308,NA,NA,"39","em","3","opaka-sim"
1006.6,131.432,226.396,107.295,0.707973,0.0314634,0.160724,0.0172475,0.305674,0.0284142,NA,NA,"40","em","3","opaka-sim"
978.337,130.019,157.735,71.8582,0.745054,0.030546,0.182334,0.0193628,0.297093,0.0281034,NA,NA,"41","em","3","opaka-sim"
922.308,129.981,145.641,64.692,0.724822,0.0315479,0.168525,0.0176959,0.280078,0.0286396,NA,NA,"42","em","3","opaka-sim"
910.05,125.918,151.496,67.185,0.717242,0.0296971,0.166198,0.0170362,0.276356,0.0278324,NA,NA,"43","em","3","opaka-sim"
917.89,113.957,173.545,76.8268,0.761943,0.027202,0.197958,0.0201196,0.278737,0.0243867,NA,NA,"44","em","3","opaka-sim"
858.078,110.268,139.774,61.4598,0.734448,0.0298617,0.176825,0.0184836,0.260573,0.0238016,NA,NA,"45","em","3","opaka-sim"
813.91,107.954,135.989,60.2087,0.726683,0.0304624,0.170894,0.0178007,0.247161,0.0234232,NA,NA,"46","em","3","opaka-sim"
783.856,104.417,178.67,82.808,0.756987,0.0281589,0.192726,0.0200277,0.238034,0.0226448,NA,NA,"47","em","3","opaka-sim"
749.541,97.8976,195.835,105.937,0.729878,0.0304854,0.172906,0.018412,0.227614,0.021109,NA,NA,"48","em","3","opaka-sim"
723.097,96.8513,154.125,84.7213,0.718595,0.0315899,0.163505,0.0171958,0.219584,0.0212718,NA,NA,"49","em","3","opaka-sim"
706.123,96.8848,156.696,87.6352,0.687743,0.03151,0.146029,0.0151022,0.214429,0.0218806,NA,NA,"50","em","3","opaka-sim"
732.267,94.322,190.328,110.946,0.686714,0.0305583,0.147368,0.0153328,0.222368,0.0220363,NA,NA,"51","em","3","opaka-sim"
769.693,97.8733,192.047,107.915,0.69826,0.031775,0.153737,0.0164166,0.233733,0.0224098,NA,NA,"52","em","3","opaka-sim"
777.523,106.041,142.114,72.7104,0.690456,0.0338344,0.148404,0.016024,0.236111,0.0239597,NA,NA,"53","em","3","opaka-sim"
786.712,113.32,134.849,62.9253,0.660974,0.0343374,0.134413,0.01434,0.238902,0.0254353,NA,NA,"54","em","3","opaka-sim"
826.534,114.858,101.776,47.1436,0.637373,0.0325678,0.125717,0.013172,0.250994,0.0258831,NA,NA,"55","em","3","opaka-sim"
873.502,107.749,99.2118,45.6274,0.598752,0.0322942,0.111023,0.0116365,0.265257,0.0236328,NA,NA,"56","em","3","opaka-sim"
901.568,107.63,117.15,54.2135,0.599333,0.0322472,0.111968,0.0119645,0.27378,0.0230035,NA,NA,"57","em","3","opaka-sim"
909.285,108.712,261.212,99.7615,0.595864,0.0338298,0.110329,0.0123732,0.276124,0.0225912,NA,NA,"58","em","3","opaka-sim"
890.277,112.651,193.674,90.3011,0.590921,0.0362124,0.10608,0.0122659,0.270351,0.0232842,NA,NA,"59","em","3","opaka-sim"
864.639,117.605,219.984,85.6112,0.58955,0.0374786,0.102769,0.0118167,0.262566,0.0244185,NA,NA,"60","em","3","opaka-sim"
860.918,122.15,112.027,47.5529,0.568261,0.0358185,0.096796,0.0108163,0.261436,0.0254316,NA,NA,"61","em","3","opaka-sim"
948.967,125.183,111.527,45.2702,0.531852,0.0340373,0.0869872,0.00942971,0.288174,0.02686,NA,NA,"62","em","3","opaka-sim"
1031.35,127.593,180.048,58.2506,0.518196,0.0320448,0.0852092,0.00912745,0.31319,0.027021,NA,NA,"63","em","3","opaka-sim"
1116.52,127.974,196.188,54.5412,0.500224,0.0322521,0.0800867,0.00866373,0.339054,0.0260983,NA,NA,"64","em","3","opaka-sim"
1136.82,133.9,148.689,37.2506,0.509839,0.0332789,0.0814738,0.00890077,0.34522,0.0272767,NA,NA,"65","em","3","opaka-sim"
1134.92,138.837,251.918,40.0638,0.436507,0.0320564,0.0630384,0.00696859,0.344644,0.0281795,NA,NA,"66","em","3","opaka-sim"
1189.43,143.554,237.979,34.5839,0.46095,0.0322484,0.0687595,0.00754404,0.361194,0.028779,NA,NA,"67","em","3","opaka-sim"
1246.37,147.993,185.501,28.3908,0.462073,0.0322705,0.0682227,0.00745546,0.378488,0.0293824,NA,NA,"68","em","3","opaka-sim"
1282.49,152.548,155.446,25.6054,0.468991,0.0320676,0.0703269,0.00766418,0.389455,0.029949,NA,NA,"69","em","3","opaka-sim"
1369.31,160.265,155.364,26.7738,0.46752,0.0319796,0.0709333,0.00778991,0.41582,0.0305298,NA,NA,"70","em","3","opaka-sim"
1453.67,169.888,99.1309,20.227,0.46467,0.0323985,0.0707781,0.00792721,0.441438,0.0316072,NA,NA,"71","em","3","opaka-sim"
1498.99,178.536,182.694,35.9708,0.464943,0.0333577,0.0711088,0.00821783,0.455199,0.0328758,NA,NA,"72","em","3","opaka-sim"
1509.95,185.954,109.389,27.129,0.426369,0.0335747,0.0620704,0.00747627,0.458527,0.0342431,NA,NA,"73","em","3","opaka-sim"
1516.05,193.016,135.091,43.3789,0.484958,0.0366403,0.075581,0.00948248,0.460381,0.0356633,NA,NA,"74","em","3","opaka-sim"
1462.44,197.7,139.829,71.7371,0.496536,0.0392138,0.0788899,0.0105391,0.4441,0.0372837,7.28786,0.135185,"75","em","3","opaka-sim"
2621.05,NA,172.824,NA,0.226404,NA,0.0263529,NA,NA,NA,7.87133,NA,"1","om","3","opaka-sim"
2598.33,NA,103.883,NA,0.340253,NA,0.0446019,NA,0.82578,NA,NA,NA,"2","om","3","opaka-sim"
2528.02,NA,261.31,NA,0.397163,NA,0.0558161,NA,0.803435,NA,NA,NA,"3","om","3","opaka-sim"
2433.05,NA,48.4653,NA,0.404652,NA,0.0573479,NA,0.773255,NA,NA,NA,"4","om","3","opaka-sim"
2324.4,NA,107.758,NA,0.512341,NA,0.0832907,NA,0.738724,NA,NA,NA,"5","om","3","opaka-sim"
2130.05,NA,217.763,NA,0.510338,NA,0.0836875,NA,0.676958,NA,NA,NA,"6","om","3","opaka-sim"
2026.05,NA,177.52,NA,0.434592,NA,0.0639102,NA,0.643903,NA,NA,NA,"7","om","3","opaka-sim"
1876.25,NA,149.002,NA,0.448016,NA,0.0661018,NA,0.596295,NA,NA,NA,"8","om","3","opaka-sim"
1751.07,NA,389.261,NA,0.46308,NA,0.0697031,NA,0.556512,NA,NA,NA,"9","om","3","opaka-sim"
1701.29,NA,172.846,NA,0.425895,NA,0.0605928,NA,0.540691,NA,NA,NA,"10","om","3","opaka-sim"
1671.87,NA,204.055,NA,0.490637,NA,0.0749839,NA,0.53134,NA,NA,NA,"11","om","3","opaka-sim"
1627.38,NA,83.598,NA,0.51858,NA,0.0840969,NA,0.517202,NA,NA,NA,"12","om","3","opaka-sim"
1706.73,NA,113.176,NA,0.560465,NA,0.0981876,NA,0.542419,NA,NA,NA,"13","om","3","opaka-sim"
1674.21,NA,470.04,NA,0.536925,NA,0.0919702,NA,0.532084,NA,NA,NA,"14","om","3","opaka-sim"
1645.15,NA,130.865,NA,0.555354,NA,0.0957305,NA,0.52285,NA,NA,NA,"15","om","3","opaka-sim"
1535.29,NA,76.4313,NA,0.541783,NA,0.0886815,NA,0.487934,NA,NA,NA,"16","om","3","opaka-sim"
1468.59,NA,155.59,NA,0.565139,NA,0.0993079,NA,0.466736,NA,NA,NA,"17","om","3","opaka-sim"
1585.48,NA,107.668,NA,0.595471,NA,0.111895,NA,0.503884,NA,NA,NA,"18","om","3","opaka-sim"
1527.97,NA,152.723,NA,0.61074,NA,0.117239,NA,0.485607,NA,NA,NA,"19","om","3","opaka-sim"
1402.44,NA,121.283,NA,0.620031,NA,0.120527,NA,0.445711,NA,NA,NA,"20","om","3","opaka-sim"
1307.21,NA,309.302,NA,0.631862,NA,0.124515,NA,0.415448,NA,NA,NA,"21","om","3","opaka-sim"
1198.19,NA,192.066,NA,0.644138,NA,0.127921,NA,0.3808,NA,NA,NA,"22","om","3","opaka-sim"
1115.54,NA,149.02,NA,0.661837,NA,0.132696,NA,0.354531,NA,NA,NA,"23","om","3","opaka-sim"
1041.73,NA,151.486,NA,0.666341,NA,0.137056,NA,0.331075,NA,NA,NA,"24","om","3","opaka-sim"
1078.44,NA,160.644,NA,0.67242,NA,0.142348,NA,0.342742,NA,NA,NA,"25","om","3","opaka-sim"
1071.17,NA,139.32,NA,0.684614,NA,0.14906,NA,0.34043,NA,NA,NA,"26","om","3","opaka-sim"
1026.17,NA,148.772,NA,0.66861,NA,0.140315,NA,0.32613,NA,NA,NA,"27","om","3","opaka-sim"
991.344,NA,219.41,NA,0.66563,NA,0.138927,NA,0.315061,NA,NA,NA,"28","om","3","opaka-sim"
964.181,NA,173.589,NA,0.675519,NA,0.142437,NA,0.306429,NA,NA,NA,"29","om","3","opaka-sim"
924.71,NA,332.366,NA,0.695767,NA,0.151169,NA,0.293884,NA,NA,NA,"30","om","3","opaka-sim"
888.595,NA,64.9534,NA,0.673166,NA,0.138263,NA,0.282406,NA,NA,NA,"31","om","3","opaka-sim"
909.204,NA,399.125,NA,0.681143,NA,0.142059,NA,0.288956,NA,NA,NA,"32","om","3","opaka-sim"
924.558,NA,432.616,NA,0.717572,NA,0.165286,NA,0.293836,NA,NA,NA,"33","om","3","opaka-sim"
981.503,NA,296.065,NA,0.695825,NA,0.144915,NA,0.311934,NA,NA,NA,"34","om","3","opaka-sim"
944.712,NA,103.778,NA,0.740874,NA,0.171472,NA,0.300241,NA,NA,NA,"35","om","3","opaka-sim"
1040.42,NA,77.9557,NA,0.724551,NA,0.16887,NA,0.330659,NA,NA,NA,"36","om","3","opaka-sim"
1183.15,NA,186.058,NA,0.700604,NA,0.161585,NA,0.376019,NA,NA,NA,"37","om","3","opaka-sim"
1248.32,NA,218.527,NA,0.728107,NA,0.179142,NA,0.39673,NA,7.12955,NA,"38","om","3","opaka-sim"
1149.82,NA,296.91,NA,0.709001,NA,0.162369,NA,0.365426,NA,NA,NA,"39","om","3","opaka-sim"
1035.98,NA,202.814,NA,0.701092,NA,0.153746,NA,0.329249,NA,NA,NA,"40","om","3","opaka-sim"
990.389,NA,142.354,NA,0.735513,NA,0.172696,NA,0.314758,NA,NA,NA,"41","om","3","opaka-sim"
964.529,NA,140.359,NA,0.704696,NA,0.157388,NA,0.306539,NA,NA,NA,"42","om","3","opaka-sim"
1012.23,NA,112.102,NA,0.693823,NA,0.154194,NA,0.321698,NA,NA,NA,"43","om","3","opaka-sim"
1020.37,NA,187.932,NA,0.739331,NA,0.183276,NA,0.324285,NA,NA,NA,"44","om","3","opaka-sim"
950.883,NA,172.652,NA,0.710982,NA,0.163945,NA,0.302202,NA,NA,NA,"45","om","3","opaka-sim"
895.724,NA,112.872,NA,0.707553,NA,0.158936,NA,0.284672,NA,NA,NA,"46","om","3","opaka-sim"
837.211,NA,119.455,NA,0.740308,NA,0.179889,NA,0.266076,NA,NA,NA,"47","om","3","opaka-sim"
804.163,NA,293.008,NA,0.709874,NA,0.162578,NA,0.255573,NA,NA,NA,"48","om","3","opaka-sim"
792.878,NA,106.679,NA,0.702909,NA,0.155602,NA,0.251987,NA,NA,NA,"49","om","3","opaka-sim"
756.523,NA,176.243,NA,0.675055,NA,0.137756,NA,0.240432,NA,NA,NA,"50","om","3","opaka-sim"
749.757,NA,140.383,NA,0.670636,NA,0.139931,NA,0.238282,NA,NA,NA,"51","om","3","opaka-sim"
831.161,NA,180.069,NA,0.684045,NA,0.146959,NA,0.264153,NA,NA,NA,"52","om","3","opaka-sim"
821.912,NA,121.685,NA,0.676889,NA,0.143509,NA,0.261214,NA,NA,NA,"53","om","3","opaka-sim"
832.343,NA,309.55,NA,0.65281,NA,0.131711,NA,0.264529,NA,NA,NA,"54","om","3","opaka-sim"
839.364,NA,75.0738,NA,0.637681,NA,0.124005,NA,0.26676,NA,NA,NA,"55","om","3","opaka-sim"
864.821,NA,146.604,NA,0.598606,NA,0.10696,NA,0.274851,NA,NA,NA,"56","om","3","opaka-sim"
889.467,NA,156.85,NA,0.580808,NA,0.104818,NA,0.282684,NA,NA,NA,"57","om","3","opaka-sim"
1002.39,NA,171.549,NA,0.56531,NA,0.0990632,NA,0.318573,NA,NA,NA,"58","om","3","opaka-sim"
1004.1,NA,98.6443,NA,0.550632,NA,0.0936633,NA,0.319116,NA,NA,NA,"59","om","3","opaka-sim"
1020.74,NA,288.036,NA,0.541385,NA,0.0909689,NA,0.324405,NA,NA,NA,"60","om","3","opaka-sim"
1046.28,NA,171.841,NA,0.529974,NA,0.0872269,NA,0.332519,NA,NA,NA,"61","om","3","opaka-sim"
1075.47,NA,109.331,NA,0.509766,NA,0.0797067,NA,0.341796,NA,NA,NA,"62","om","3","opaka-sim"
1082.15,NA,146.035,NA,0.498353,NA,0.0784391,NA,0.343921,NA,NA,NA,"63","om","3","opaka-sim"
1186.26,NA,209.303,NA,0.477511,NA,0.0741119,NA,0.377009,NA,NA,NA,"64","om","3","opaka-sim"
1242.64,NA,148.173,NA,0.485501,NA,0.0755479,NA,0.394925,NA,NA,NA,"65","om","3","opaka-sim"
1242.94,NA,278.426,NA,0.418178,NA,0.059137,NA,0.395022,NA,NA,NA,"66","om","3","opaka-sim"
1274.8,NA,205.403,NA,0.442989,NA,0.0645335,NA,0.405148,NA,NA,NA,"67","om","3","opaka-sim"
1329.8,NA,181.287,NA,0.444699,NA,0.0642129,NA,0.422626,NA,NA,NA,"68","om","3","opaka-sim"
1363.29,NA,178.036,NA,0.450802,NA,0.0663988,NA,0.433271,NA,NA,NA,"69","om","3","opaka-sim"
1459.45,NA,149.972,NA,0.453603,NA,0.0676316,NA,0.463833,NA,NA,NA,"70","om","3","opaka-sim"
1521.8,NA,107.408,NA,0.452815,NA,0.0677285,NA,0.483646,NA,NA,NA,"71","om","3","opaka-sim"
1556.47,NA,171.163,NA,0.454513,NA,0.0685246,NA,0.494664,NA,NA,NA,"72","om","3","opaka-sim"
1573.71,NA,117.583,NA,0.416529,NA,0.0598865,NA,0.500143,NA,NA,NA,"73","om","3","opaka-sim"
1575.37,NA,158.447,NA,0.473653,NA,0.0727912,NA,0.500673,NA,NA,NA,"74","om","3","opaka-sim"
1521.91,NA,213.619,NA,0.486229,NA,0.0760153,NA,0.483683,NA,7.32772,NA,"75","om","3","opaka-sim"
3263.42,346.723,197.163,93.9543,0.254359,0.0213505,0.030439,0.00320269,NA,NA,8.09053,0.106245,"1","em","4","opaka-sim"
3209.94,346.721,241.822,123.062,0.34274,0.0265234,0.0450701,0.00482074,0.846632,0.0144341,NA,NA,"2","em","4","opaka-sim"
3111.73,346.772,282.109,153.826,0.343613,0.0274016,0.0452426,0.00500742,0.820729,0.0167864,NA,NA,"3","em","4","opaka-sim"
3019.06,346.836,324.361,192.118,0.3644,0.0295263,0.0489073,0.00563725,0.796288,0.0191324,NA,NA,"4","em","4","opaka-sim"
2904.51,352.921,381.363,253.933,0.185303,0.0192557,0.0205575,0.00249358,0.766073,0.0285397,NA,NA,"5","em","4","opaka-sim"
2913.29,368.183,492.196,338.018,0.418956,0.0347504,0.0593736,0.00738228,0.76839,0.0392003,NA,NA,"6","em","4","opaka-sim"
2842.43,390.503,340.371,209.214,0.453519,0.0385453,0.0666432,0.00865795,0.749699,0.0515278,NA,NA,"7","em","4","opaka-sim"
2801.96,417.835,271.45,145.95,0.323382,0.034009,0.0406069,0.00537832,0.739026,0.0631331,NA,NA,"8","em","4","opaka-sim"
2913.7,445.165,231.843,114.831,0.334091,0.0330437,0.0430963,0.00556975,0.768499,0.0721098,NA,NA,"9","em","4","opaka-sim"
3099.85,435.303,210.866,99.2879,0.46158,0.0371849,0.0703656,0.0088582,0.817595,0.0681722,NA,NA,"10","em","4","opaka-sim"
3117.25,427.149,194.474,88.3085,0.444794,0.0364406,0.0667203,0.0084107,0.822185,0.0657785,NA,NA,"11","em","4","opaka-sim"
3078.67,415.756,180.55,79.6486,0.457475,0.0365829,0.0698468,0.00878585,0.812009,0.062929,NA,NA,"12","em","4","opaka-sim"
2981.67,401.28,168.803,72.7719,0.454347,0.0364514,0.0690161,0.00869279,0.786425,0.0599884,NA,NA,"13","em","4","opaka-sim"
2858.31,383.736,162.976,69.3813,0.475195,0.0369538,0.0741154,0.00934095,0.753888,0.0566714,NA,NA,"14","em","4","opaka-sim"
2702.53,364.249,149.039,62.2551,0.507515,0.0377722,0.0826508,0.0104798,0.712802,0.0533089,NA,NA,"15","em","4","opaka-sim"
2516.7,344.05,145.603,60.6978,0.511188,0.0383859,0.0835199,0.0107563,0.663788,0.0501894,NA,NA,"16","em","4","opaka-sim"
2333.96,324.11,153.534,65.161,0.51545,0.0390568,0.0846151,0.0110936,0.615591,0.0472578,NA,NA,"17","em","4","opaka-sim"
2160.94,305.082,164.317,71.6642,0.530887,0.0400413,0.0889801,0.0119069,0.569954,0.0445763,NA,NA,"18","em","4","opaka-sim"
1988.89,288.491,192.077,88.2788,0.537583,0.0412226,0.0906418,0.0124432,0.524578,0.0426309,NA,NA,"19","em","4","opaka-sim"
1832.38,274.293,292.778,143.055,0.537442,0.0424243,0.0901729,0.0126976,0.483297,0.0411987,NA,NA,"20","em","4","opaka-sim"
1703.97,262.763,266.256,133.223,0.545234,0.0435829,0.091592,0.0129867,0.449429,0.0402094,NA,NA,"21","em","4","opaka-sim"
1602.79,254.763,219.389,105.373,0.565001,0.0438945,0.0966503,0.0134161,0.422742,0.039939,NA,NA,"22","em","4","opaka-sim"
1538.51,248.152,201.889,93.9331,0.602975,0.041799,0.110312,0.0147666,0.405788,0.0396909,NA,NA,"23","em","4","opaka-sim"
1533.07,236.104,206.441,94.4396,0.605741,0.0400856,0.112645,0.0146916,0.404353,0.038063,NA,NA,"24","em","4","opaka-sim"
1535.81,225.188,171.542,75.2768,0.622093,0.0389081,0.119846,0.0152937,0.405075,0.0360002,NA,NA,"25","em","4","opaka-sim"
1506.54,218.315,164.641,71.2735,0.635987,0.0383133,0.12592,0.0158997,0.397354,0.0348183,NA,NA,"26","em","4","opaka-sim"
1457.49,211.434,156.899,67.5964,0.631475,0.0381758,0.124242,0.0157418,0.384418,0.0335183,NA,NA,"27","em","4","opaka-sim"
1413.92,202.314,162.497,71.2014,0.63432,0.038453,0.125528,0.0160999,0.372927,0.0314744,NA,NA,"28","em","4","opaka-sim"
1352.27,196.461,192.62,88.8222,0.625233,0.0394862,0.121508,0.0159692,0.356665,0.0305521,NA,NA,"29","em","4","opaka-sim"
1293.36,191.912,246.446,121.467,0.641358,0.0403416,0.127662,0.0172262,0.341127,0.0299447,NA,NA,"30","em","4","opaka-sim"
1225.4,189.654,297.884,145.295,0.60565,0.042685,0.111827,0.0155035,0.323204,0.0301168,NA,NA,"31","em","4","opaka-sim"
1190.79,189.813,203.637,97.3144,0.632016,0.042737,0.120583,0.0164142,0.314075,0.030682,NA,NA,"32","em","4","opaka-sim"
1171.7,191.92,182.245,83.4228,0.656698,0.0413374,0.13108,0.0172209,0.309039,0.0317675,NA,NA,"33","em","4","opaka-sim"
1185.3,192.999,167.727,74.6149,0.640683,0.0391322,0.126359,0.0161722,0.312626,0.0326137,NA,NA,"34","em","4","opaka-sim"
1243.83,182.189,182.205,81.0109,0.651222,0.0377675,0.132499,0.0166962,0.328063,0.0296376,NA,NA,"35","em","4","opaka-sim"
1246.29,179.994,178.498,79.0537,0.629885,0.0384051,0.123426,0.0156266,0.328714,0.0290382,NA,NA,"36","em","4","opaka-sim"
1235.97,178.614,184.353,81.7547,0.658768,0.0380409,0.135822,0.0171957,0.325992,0.028517,NA,NA,"37","em","4","opaka-sim"
1193.27,177.349,200.61,88.7272,0.668191,0.0383387,0.139878,0.0179151,0.314729,0.0283977,7.08445,0.148625,"38","em","4","opaka-sim"
1151.44,174.153,168.23,72.8199,0.677985,0.038591,0.144098,0.0185343,0.303695,0.0279385,NA,NA,"39","em","4","opaka-sim"
1107.54,170.886,151.237,64.1047,0.675736,0.0387522,0.142659,0.0182596,0.292117,0.0276876,NA,NA,"40","em","4","opaka-sim"
1076.45,165.686,137.719,57.6884,0.680707,0.0375574,0.145948,0.0185015,0.283917,0.0268985,NA,NA,"41","em","4","opaka-sim"
1055.95,156.424,139.929,59.3824,0.70125,0.0364383,0.15784,0.020094,0.278511,0.0249332,NA,NA,"42","em","4","opaka-sim"
1009.4,150.548,174.448,78.0341,0.667007,0.0386882,0.139938,0.0184468,0.266233,0.0239323,NA,NA,"43","em","4","opaka-sim"
976.383,147.482,217.123,102.475,0.640114,0.0406377,0.126864,0.0171911,0.257524,0.023426,NA,NA,"44","em","4","opaka-sim"
950.948,147.379,245.541,118.191,0.656073,0.0413623,0.132304,0.018129,0.250816,0.0236554,NA,NA,"45","em","4","opaka-sim"
922.551,149.383,184.846,88.2067,0.614487,0.0431847,0.113233,0.015485,0.243326,0.0244981,NA,NA,"46","em","4","opaka-sim"
940.816,153.056,223.948,104.999,0.60232,0.0421244,0.10886,0.0143925,0.248143,0.0254357,NA,NA,"47","em","4","opaka-sim"
998.3,157.088,142.727,73.8055,0.638445,0.0391813,0.124657,0.0157677,0.263305,0.0263444,NA,NA,"48","em","4","opaka-sim"
1055.52,157.044,152.666,80.0476,0.65041,0.0381978,0.130718,0.0161234,0.278396,0.0261714,NA,NA,"49","em","4","opaka-sim"
1074.62,159.511,153.168,81.6642,0.651564,0.0367311,0.13305,0.0164085,0.283435,0.0268969,NA,NA,"50","em","4","opaka-sim"
1097.92,153.433,173.948,100.69,0.645164,0.0377617,0.130229,0.0165156,0.28958,0.0252903,NA,NA,"51","em","4","opaka-sim"
1077.27,157.17,213.144,150.751,0.646764,0.0394658,0.130306,0.0173428,0.284134,0.0259065,NA,NA,"52","em","4","opaka-sim"
1049.36,161.393,788.269,216.102,0.61724,0.0427763,0.116644,0.016722,0.276773,0.0264703,NA,NA,"53","em","4","opaka-sim"
1037.64,169.315,159.833,95.5563,0.615344,0.0460758,0.109525,0.0156688,0.273682,0.0278318,NA,NA,"54","em","4","opaka-sim"
1042.66,185.04,150.236,83.8941,0.602353,0.0472645,0.100891,0.0134615,0.275006,0.0308602,NA,NA,"55","em","4","opaka-sim"
1132.26,212.588,145.021,79.3875,0.531381,0.0383413,0.0878703,0.0110748,0.298637,0.0364855,NA,NA,"56","em","4","opaka-sim"
1554.83,204.249,214.011,106.45,0.523962,0.0367744,0.0882008,0.0109277,0.410092,0.0344943,NA,NA,"57","em","4","opaka-sim"
1672.12,220.406,198.313,99.7829,0.508973,0.0375032,0.0836144,0.0105081,0.441027,0.0377032,NA,NA,"58","em","4","opaka-sim"
1697.53,232.483,152.566,73.9991,0.490046,0.0384427,0.0773729,0.00990278,0.447729,0.0386927,NA,NA,"59","em","4","opaka-sim"
1694.5,240.591,280.955,118.923,0.481386,0.0387744,0.0749101,0.00977307,0.44693,0.0388924,NA,NA,"60","em","4","opaka-sim"
1712.38,244.863,133.979,65.9872,0.485137,0.0395613,0.0755338,0.0100427,0.451647,0.0382665,NA,NA,"61","em","4","opaka-sim"
1711.82,248.979,564.026,141.397,0.470256,0.0402858,0.0711954,0.00968007,0.451498,0.0383163,NA,NA,"62","em","4","opaka-sim"
1694.75,253.665,148.111,63.1708,0.465848,0.0405806,0.0694677,0.00945898,0.446997,0.0389749,NA,NA,"63","em","4","opaka-sim"
1737.01,260.816,101.78,38.6511,0.464766,0.0408111,0.0676931,0.00905257,0.458141,0.0400636,NA,NA,"64","em","4","opaka-sim"
1743.75,266.076,198.594,46.4892,0.438886,0.0375242,0.0646348,0.00852693,0.45992,0.0411632,NA,NA,"65","em","4","opaka-sim"
1977.5,271.27,98.8446,24.8401,0.390995,0.0353021,0.0549709,0.0072489,0.521573,0.0402827,NA,NA,"66","em","4","opaka-sim"
2029.71,277.418,286.371,45.236,0.4205,0.0368375,0.0609639,0.00806251,0.535343,0.0416398,NA,NA,"67","em","4","opaka-sim"
1986.52,278.091,228.607,37.7725,0.405058,0.0366933,0.0573492,0.00767894,0.523951,0.0421868,NA,NA,"68","em","4","opaka-sim"
1970.85,277.608,315.525,49.9024,0.369456,0.0354594,0.049222,0.0066271,0.519819,0.0416053,NA,NA,"69","em","4","opaka-sim"
1924.22,273.539,115.04,23.5751,0.410087,0.0370495,0.0571583,0.00763655,0.507521,0.0406069,NA,NA,"70","em","4","opaka-sim"
1955.84,275.997,227.455,42.7773,0.39374,0.0362692,0.0539786,0.00722656,0.515859,0.0396336,NA,NA,"71","em","4","opaka-sim"
1994.38,280.258,160.088,36.1318,0.442767,0.0381626,0.0655191,0.0088228,0.526025,0.0391978,NA,NA,"72","em","4","opaka-sim"
2046.34,290.078,416.459,93.9286,0.443551,0.0392568,0.0654501,0.00905132,0.539729,0.0400903,NA,NA,"73","em","4","opaka-sim"
1995.87,292.937,95.2514,37.9992,0.446132,0.0406919,0.0654988,0.009364,0.526417,0.04124,NA,NA,"74","em","4","opaka-sim"
1978.86,301.152,146.185,76.1955,0.457288,0.0428073,0.0673901,0.0100483,0.521932,0.043488,7.59028,0.152184,"75","em","4","opaka-sim"
2621.05,NA,176.027,NA,0.300548,NA,0.0377124,NA,NA,NA,7.87133,NA,"1","om","4","opaka-sim"
2567.28,NA,203.401,NA,0.401162,NA,0.0564147,NA,0.815912,NA,NA,NA,"2","om","4","opaka-sim"
2467.79,NA,192.528,NA,0.402604,NA,0.0566917,NA,0.784295,NA,NA,NA,"3","om","4","opaka-sim"
2376.36,NA,384.901,NA,0.428632,NA,0.0621814,NA,0.755236,NA,NA,NA,"4","om","4","opaka-sim"
2272.91,NA,70.4389,NA,0.226404,NA,0.026056,NA,0.72236,NA,NA,NA,"5","om","4","opaka-sim"
2281.43,NA,1072.81,NA,0.48683,NA,0.0753649,NA,0.725068,NA,NA,NA,"6","om","4","opaka-sim"
2188.51,NA,205.393,NA,0.522758,NA,0.0837225,NA,0.695535,NA,NA,NA,"7","om","4","opaka-sim"
2178.17,NA,74.9298,NA,0.388389,NA,0.0498429,NA,0.692249,NA,NA,NA,"8","om","4","opaka-sim"
2183.09,NA,157.848,NA,0.377221,NA,0.0510532,NA,0.693814,NA,NA,NA,"9","om","4","opaka-sim"
2723.67,NA,228.543,NA,0.500063,NA,0.082072,NA,0.865616,NA,NA,NA,"10","om","4","opaka-sim"
2774.43,NA,202.927,NA,0.484406,NA,0.0775961,NA,0.881748,NA,NA,NA,"11","om","4","opaka-sim"
2647.44,NA,110.504,NA,0.504343,NA,0.0821132,NA,0.84139,NA,NA,NA,"12","om","4","opaka-sim"
2502.42,NA,154.084,NA,0.500716,NA,0.0808956,NA,0.795299,NA,NA,NA,"13","om","4","opaka-sim"
