"Seas","Fleet","Area","Obs","Exp","Nsamp_adj","Nsamp_in","effN","Bin","SuprPer","year","model_run","iteration","scenario"
1,3,1,0.0588235,0.0133577,10,10,5.90065,60,"No",69,"om","5","opaka-sim"
1,3,1,0.0588235,0.00795354,10,10,5.90065,65,"No",69,"om","5","opaka-sim"
1,3,1,0.0588235,0.0019149,10,10,5.90065,70,"No",69,"om","5","opaka-sim"
1,3,1,0.0588235,0.000161999,10,10,5.90065,75,"No",69,"om","5","opaka-sim"
1,3,1,0.0588235,3.35529e-06,10,10,5.90065,80,"No",69,"om","5","opaka-sim"
1,3,1,0.0588235,1.10037e-08,10,10,5.90065,85,"No",69,"om","5","opaka-sim"
1,3,1,0.0588235,1e-10,10,10,6.33046,5,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,1.0049e-10,10,10,6.33046,10,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.00675984,10,10,6.33046,15,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.0229078,10,10,6.33046,20,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.115282,10,10,6.33046,25,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.116585,10,10,6.33046,30,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.242273,10,10,6.33046,35,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.28144,10,10,6.33046,40,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.143152,10,10,6.33046,45,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.0274113,10,10,6.33046,50,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.0164276,10,10,6.33046,55,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.015837,10,10,6.33046,60,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.00939532,10,10,6.33046,65,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.00232169,10,10,6.33046,70,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,0.000203418,10,10,6.33046,75,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,4.30949e-06,10,10,6.33046,80,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,1.42616e-08,10,10,6.33046,85,"No",70,"om","5","opaka-sim"
1,3,1,0.0588235,1e-10,10,10,9.76276,5,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,1.04066e-10,10,10,9.76276,10,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.0561003,10,10,9.76276,15,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.18013,10,10,9.76276,20,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.0488277,10,10,9.76276,25,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.0569718,10,10,9.76276,30,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.155037,10,10,9.76276,35,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.206261,10,10,9.76276,40,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.183977,10,10,9.76276,45,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.0615419,10,10,9.76276,50,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.020216,10,10,9.76276,55,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.0174059,10,10,9.76276,60,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.0106243,10,10,9.76276,65,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.00266315,10,10,9.76276,70,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,0.000240049,10,10,9.76276,75,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,5.23452e-06,10,10,9.76276,80,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,1.75742e-08,10,10,9.76276,85,"No",71,"om","5","opaka-sim"
1,3,1,0.0588235,1e-10,10,10,6.4196,5,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,1.0123e-10,10,10,6.4196,10,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.0169677,10,10,6.4196,15,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.0577948,10,10,6.4196,20,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.315836,10,10,6.4196,25,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.22916,10,10,6.4196,30,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.0549774,10,10,6.4196,35,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.0981661,10,10,6.4196,40,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.109702,10,10,6.4196,45,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.0636426,10,10,6.4196,50,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.0265477,10,10,6.4196,55,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.0154904,10,10,6.4196,60,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.0091579,10,10,6.4196,65,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.00233815,10,10,6.4196,70,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,0.000214553,10,10,6.4196,75,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,4.81839e-06,10,10,6.4196,80,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,1.6525e-08,10,10,6.4196,85,"No",72,"om","5","opaka-sim"
1,3,1,0.0588235,1e-10,10,10,5.97585,5,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,1.01056e-10,10,10,5.97585,10,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.0145718,10,10,5.97585,15,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.0479501,10,10,5.97585,20,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.11846,10,10,5.97585,25,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.143034,10,10,5.97585,30,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.364652,10,10,5.97585,35,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.120655,10,10,5.97585,40,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.0654728,10,10,5.97585,45,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.0550118,10,10,5.97585,50,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.0371939,10,10,5.97585,55,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.0201468,10,10,5.97585,60,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.0100531,10,10,5.97585,65,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.00255432,10,10,5.97585,70,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,0.000238019,10,10,5.97585,75,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,5.47267e-06,10,10,5.97585,80,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,1.92054e-08,10,10,5.97585,85,"No",73,"om","5","opaka-sim"
1,3,1,0.0588235,1e-10,10,10,10.2608,5,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,1.03009e-10,10,10,10.2608,10,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.0415166,10,10,10.2608,15,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.133963,10,10,10.2608,20,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.0961172,10,10,10.2608,25,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.0887711,10,10,10.2608,30,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.155366,10,10,10.2608,35,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.252598,10,10,10.2608,40,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.119155,10,10,10.2608,45,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.037106,10,10,10.2608,50,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.0366926,10,10,10.2608,55,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.0249456,10,10,10.2608,60,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.0109219,10,10,10.2608,65,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.00259726,10,10,10.2608,70,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,0.000243483,10,10,10.2608,75,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,5.69955e-06,10,10,10.2608,80,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,2.04443e-08,10,10,10.2608,85,"No",74,"om","5","opaka-sim"
1,3,1,0.0588235,1e-10,10,10,9.39713,5,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,1.01628e-10,10,10,9.39713,10,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.0224632,10,10,9.39713,15,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.0746655,10,10,9.39713,20,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.250278,10,10,9.39713,25,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.191417,10,10,9.39713,30,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.104666,10,10,9.39713,35,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.117115,10,10,9.39713,40,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.124689,10,10,9.39713,45,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.0465718,10,10,9.39713,50,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.0285554,10,10,9.39713,55,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.0254509,10,10,9.39713,60,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.0113984,10,10,9.39713,65,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.00249748,10,10,9.39713,70,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,0.000227676,10,10,9.39713,75,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,5.39424e-06,10,10,9.39713,80,"No",75,"om","5","opaka-sim"
1,3,1,0.0588235,1.97061e-08,10,10,9.39713,85,"No",75,"om","5","opaka-sim"
