"Fleet","Fleet_name","Area","Seas","Obs","Exp","SE","SE_input","year","model_run","iteration","scenario"
3,"ResFish",1,1,1,2.02763,0.1,0.1,69,"om","4","opaka-sim"
3,"ResFish",1,1,1,2.19451,0.1,0.1,70,"om","4","opaka-sim"
3,"ResFish",1,1,1,2.42481,0.1,0.1,71,"om","4","opaka-sim"
3,"ResFish",1,1,1,2.4225,0.1,0.1,72,"om","4","opaka-sim"
3,"ResFish",1,1,1,2.3166,0.1,0.1,73,"om","4","opaka-sim"
3,"ResFish",1,1,1,2.25722,0.1,0.1,74,"om","4","opaka-sim"
3,"ResFish",1,1,1,2.61887,0.1,0.1,75,"om","4","opaka-sim"
1,"Comm",1,1,87.8429,86.5602,0.13,0.13,1,"em","5","opaka-sim"
1,"Comm",1,1,81.5291,84.8615,0.13,0.13,2,"em","5","opaka-sim"
1,"Comm",1,1,69.5227,82.7097,0.13,0.13,3,"em","5","opaka-sim"
1,"Comm",1,1,70.0481,79.9542,0.13,0.13,4,"em","5","opaka-sim"
1,"Comm",1,1,69.7897,78.8344,0.13,0.13,5,"em","5","opaka-sim"
1,"Comm",1,1,81.0327,77.2523,0.13,0.13,6,"em","5","opaka-sim"
1,"Comm",1,1,75.9699,75.4845,0.13,0.13,7,"em","5","opaka-sim"
1,"Comm",1,1,78.6629,73.8056,0.13,0.13,8,"em","5","opaka-sim"
1,"Comm",1,1,78.9568,72.0228,0.13,0.13,9,"em","5","opaka-sim"
1,"Comm",1,1,57.088,70.4818,0.13,0.13,10,"em","5","opaka-sim"
1,"Comm",1,1,70.3811,68.8881,0.13,0.13,11,"em","5","opaka-sim"
1,"Comm",1,1,70.4294,67.4141,0.13,0.13,12,"em","5","opaka-sim"
1,"Comm",1,1,76.2324,65.9154,0.13,0.13,13,"em","5","opaka-sim"
1,"Comm",1,1,60.463,63.8175,0.13,0.13,14,"em","5","opaka-sim"
1,"Comm",1,1,57.9507,61.479,0.13,0.13,15,"em","5","opaka-sim"
1,"Comm",1,1,65.8174,59.0557,0.13,0.13,16,"em","5","opaka-sim"
1,"Comm",1,1,55.7254,56.3533,0.13,0.13,17,"em","5","opaka-sim"
1,"Comm",1,1,52.572,53.6542,0.13,0.13,18,"em","5","opaka-sim"
1,"Comm",1,1,43.2293,51.1205,0.13,0.13,19,"em","5","opaka-sim"
1,"Comm",1,1,71.8762,48.6384,0.13,0.13,20,"em","5","opaka-sim"
1,"Comm",1,1,40.3198,45.9033,0.13,0.13,21,"em","5","opaka-sim"
1,"Comm",1,1,42.8095,43.3478,0.13,0.13,22,"em","5","opaka-sim"
1,"Comm",1,1,38.4539,41.3391,0.13,0.13,23,"em","5","opaka-sim"
1,"Comm",1,1,28.4887,40.459,0.13,0.13,24,"em","5","opaka-sim"
1,"Comm",1,1,44.5101,41.6587,0.13,0.13,25,"em","5","opaka-sim"
1,"Comm",1,1,48.4055,42.2052,0.13,0.13,26,"em","5","opaka-sim"
1,"Comm",1,1,47.4813,41.674,0.13,0.13,27,"em","5","opaka-sim"
1,"Comm",1,1,48.758,40.4161,0.13,0.13,28,"em","5","opaka-sim"
1,"Comm",1,1,33.5473,38.4407,0.13,0.13,29,"em","5","opaka-sim"
1,"Comm",1,1,35.4547,36.2527,0.13,0.13,30,"em","5","opaka-sim"
1,"Comm",1,1,32.0124,34.098,0.13,0.13,31,"em","5","opaka-sim"
1,"Comm",1,1,43.1101,32.0898,0.13,0.13,32,"em","5","opaka-sim"
1,"Comm",1,1,27.6743,29.9929,0.13,0.13,33,"em","5","opaka-sim"
1,"Comm",1,1,24.8448,27.8685,0.13,0.13,34,"em","5","opaka-sim"
1,"Comm",1,1,24.3598,26.361,0.13,0.13,35,"em","5","opaka-sim"
1,"Comm",1,1,27.6469,25.667,0.13,0.13,36,"em","5","opaka-sim"
1,"Comm",1,1,24.8164,25.1835,0.13,0.13,37,"em","5","opaka-sim"
1,"Comm",1,1,24.5651,25.0493,0.13,0.13,38,"em","5","opaka-sim"
1,"Comm",1,1,24.5548,25.2032,0.13,0.13,39,"em","5","opaka-sim"
1,"Comm",1,1,23.993,25.546,0.13,0.13,40,"em","5","opaka-sim"
1,"Comm",1,1,28.033,26.1644,0.13,0.13,41,"em","5","opaka-sim"
1,"Comm",1,1,24.5296,26.9892,0.13,0.13,42,"em","5","opaka-sim"
1,"Comm",1,1,25.2558,28.608,0.13,0.13,43,"em","5","opaka-sim"
1,"Comm",1,1,31.2855,31.6734,0.13,0.13,44,"em","5","opaka-sim"
1,"Comm",1,1,39.6313,34.4632,0.13,0.13,45,"em","5","opaka-sim"
1,"Comm",1,1,37.5192,35.2042,0.13,0.13,46,"em","5","opaka-sim"
1,"Comm",1,1,36.6619,34.8282,0.13,0.13,47,"em","5","opaka-sim"
1,"Comm",1,1,35.0332,34.2324,0.13,0.13,48,"em","5","opaka-sim"
1,"Comm",1,1,30.708,33.602,0.13,0.13,49,"em","5","opaka-sim"
1,"Comm",1,1,28.3236,33.439,0.13,0.13,50,"em","5","opaka-sim"
1,"Comm",1,1,31.4087,33.333,0.13,0.13,51,"em","5","opaka-sim"
1,"Comm",1,1,34.001,35.2317,0.13,0.13,52,"em","5","opaka-sim"
1,"Comm",1,1,47.1036,37.184,0.13,0.13,53,"em","5","opaka-sim"
1,"Comm",1,1,32.3214,37.7022,0.13,0.13,54,"em","5","opaka-sim"
1,"Comm",1,1,39.809,37.9562,0.13,0.13,55,"em","5","opaka-sim"
1,"Comm",1,1,42.1474,38.1558,0.13,0.13,56,"em","5","opaka-sim"
1,"Comm",1,1,36.3724,38.2739,0.13,0.13,57,"em","5","opaka-sim"
1,"Comm",1,1,33.0575,39.4526,0.13,0.13,58,"em","5","opaka-sim"
1,"Comm",1,1,50.6979,44.0693,0.13,0.13,59,"em","5","opaka-sim"
1,"Comm",1,1,54.2632,46.7558,0.13,0.13,60,"em","5","opaka-sim"
1,"Comm",1,1,45.5713,47.6064,0.13,0.13,61,"em","5","opaka-sim"
1,"Comm",1,1,47.3982,47.771,0.13,0.13,62,"em","5","opaka-sim"
1,"Comm",1,1,47.8226,47.521,0.13,0.13,63,"em","5","opaka-sim"
1,"Comm",1,1,48.0978,47.0484,0.13,0.13,64,"em","5","opaka-sim"
1,"Comm",1,1,45.4654,46.2622,0.13,0.13,65,"em","5","opaka-sim"
1,"Comm",1,1,49.3143,46.6178,0.13,0.13,66,"em","5","opaka-sim"
1,"Comm",1,1,44.4676,46.3528,0.13,0.13,67,"em","5","opaka-sim"
1,"Comm",1,1,50.4805,49.8703,0.13,0.13,68,"em","5","opaka-sim"
1,"Comm",1,1,50.5845,57.4455,0.13,0.13,69,"em","5","opaka-sim"
1,"Comm",1,1,62.6649,61.6629,0.13,0.13,70,"em","5","opaka-sim"
1,"Comm",1,1,70.6567,62.8327,0.13,0.13,71,"em","5","opaka-sim"
1,"Comm",1,1,66.4683,62.657,0.13,0.13,72,"em","5","opaka-sim"
1,"Comm",1,1,70.1996,65.7058,0.13,0.13,73,"em","5","opaka-sim"
1,"Comm",1,1,77.0488,64.6511,0.13,0.13,74,"em","5","opaka-sim"
1,"Comm",1,1,62.541,62.3712,0.13,0.13,75,"em","5","opaka-sim"
3,"ResFish",1,1,3.06941,3.0424,0.25,0.25,69,"em","5","opaka-sim"
3,"ResFish",1,1,2.28862,2.88703,0.25,0.25,70,"em","5","opaka-sim"
3,"ResFish",1,1,1.72766,2.43481,0.25,0.25,71,"em","5","opaka-sim"
3,"ResFish",1,1,3.58888,2.41773,0.25,0.25,72,"em","5","opaka-sim"
3,"ResFish",1,1,2.56576,2.5024,0.25,0.25,73,"em","5","opaka-sim"
3,"ResFish",1,1,2.5051,2.25488,0.25,0.25,74,"em","5","opaka-sim"
3,"ResFish",1,1,2.14179,2.05515,0.25,0.25,75,"em","5","opaka-sim"
1,"Comm",1,1,1,90.2112,0.1,0.1,1,"om","5","opaka-sim"
1,"Comm",1,1,1,87.9309,0.1,0.1,2,"om","5","opaka-sim"
1,"Comm",1,1,1,84.7863,0.1,0.1,3,"om","5","opaka-sim"
1,"Comm",1,1,1,80.3521,0.1,0.1,4,"om","5","opaka-sim"
1,"Comm",1,1,1,79.0025,0.1,0.1,5,"om","5","opaka-sim"
1,"Comm",1,1,1,75.2425,0.1,0.1,6,"om","5","opaka-sim"
1,"Comm",1,1,1,73.5055,0.1,0.1,7,"om","5","opaka-sim"
1,"Comm",1,1,1,71.1009,0.1,0.1,8,"om","5","opaka-sim"
1,"Comm",1,1,1,69.9573,0.1,0.1,9,"om","5","opaka-sim"
1,"Comm",1,1,1,67.6246,0.1,0.1,10,"om","5","opaka-sim"
1,"Comm",1,1,1,63.8325,0.1,0.1,11,"om","5","opaka-sim"
1,"Comm",1,1,1,60.9389,0.1,0.1,12,"om","5","opaka-sim"
1,"Comm",1,1,1,62.0466,0.1,0.1,13,"om","5","opaka-sim"
1,"Comm",1,1,1,59.6001,0.1,0.1,14,"om","5","opaka-sim"
1,"Comm",1,1,1,56.2597,0.1,0.1,15,"om","5","opaka-sim"
1,"Comm",1,1,1,53.1066,0.1,0.1,16,"om","5","opaka-sim"
1,"Comm",1,1,1,52.544,0.1,0.1,17,"om","5","opaka-sim"
1,"Comm",1,1,1,50.9073,0.1,0.1,18,"om","5","opaka-sim"
1,"Comm",1,1,1,48.6161,0.1,0.1,19,"om","5","opaka-sim"
1,"Comm",1,1,1,46.7858,0.1,0.1,20,"om","5","opaka-sim"
1,"Comm",1,1,1,44.7709,0.1,0.1,21,"om","5","opaka-sim"
1,"Comm",1,1,1,41.7207,0.1,0.1,22,"om","5","opaka-sim"
1,"Comm",1,1,1,41.0102,0.1,0.1,23,"om","5","opaka-sim"
1,"Comm",1,1,1,41.2715,0.1,0.1,24,"om","5","opaka-sim"
1,"Comm",1,1,1,42.8366,0.1,0.1,25,"om","5","opaka-sim"
1,"Comm",1,1,1,43.3895,0.1,0.1,26,"om","5","opaka-sim"
1,"Comm",1,1,1,41.0379,0.1,0.1,27,"om","5","opaka-sim"
1,"Comm",1,1,1,39.4886,0.1,0.1,28,"om","5","opaka-sim"
1,"Comm",1,1,1,40.1718,0.1,0.1,29,"om","5","opaka-sim"
1,"Comm",1,1,1,38.4784,0.1,0.1,30,"om","5","opaka-sim"
1,"Comm",1,1,1,35.329,0.1,0.1,31,"om","5","opaka-sim"
1,"Comm",1,1,1,34.8259,0.1,0.1,32,"om","5","opaka-sim"
1,"Comm",1,1,1,33.6568,0.1,0.1,33,"om","5","opaka-sim"
1,"Comm",1,1,1,30.4435,0.1,0.1,34,"om","5","opaka-sim"
1,"Comm",1,1,1,27.3805,0.1,0.1,35,"om","5","opaka-sim"
1,"Comm",1,1,1,25.7444,0.1,0.1,36,"om","5","opaka-sim"
1,"Comm",1,1,1,24.8989,0.1,0.1,37,"om","5","opaka-sim"
1,"Comm",1,1,1,23.676,0.1,0.1,38,"om","5","opaka-sim"
1,"Comm",1,1,1,24.8321,0.1,0.1,39,"om","5","opaka-sim"
1,"Comm",1,1,1,25.6576,0.1,0.1,40,"om","5","opaka-sim"
1,"Comm",1,1,1,25.8498,0.1,0.1,41,"om","5","opaka-sim"
1,"Comm",1,1,1,27.0301,0.1,0.1,42,"om","5","opaka-sim"
1,"Comm",1,1,1,28.8569,0.1,0.1,43,"om","5","opaka-sim"
1,"Comm",1,1,1,30.6014,0.1,0.1,44,"om","5","opaka-sim"
1,"Comm",1,1,1,36.2985,0.1,0.1,45,"om","5","opaka-sim"
1,"Comm",1,1,1,38.2855,0.1,0.1,46,"om","5","opaka-sim"
1,"Comm",1,1,1,37.6929,0.1,0.1,47,"om","5","opaka-sim"
1,"Comm",1,1,1,36.5568,0.1,0.1,48,"om","5","opaka-sim"
1,"Comm",1,1,1,37.4076,0.1,0.1,49,"om","5","opaka-sim"
1,"Comm",1,1,1,38.4604,0.1,0.1,50,"om","5","opaka-sim"
1,"Comm",1,1,1,36.3285,0.1,0.1,51,"om","5","opaka-sim"
1,"Comm",1,1,1,35.0141,0.1,0.1,52,"om","5","opaka-sim"
1,"Comm",1,1,1,33.3456,0.1,0.1,53,"om","5","opaka-sim"
1,"Comm",1,1,1,32.9646,0.1,0.1,54,"om","5","opaka-sim"
1,"Comm",1,1,1,36.5083,0.1,0.1,55,"om","5","opaka-sim"
1,"Comm",1,1,1,37.8761,0.1,0.1,56,"om","5","opaka-sim"
1,"Comm",1,1,1,39.197,0.1,0.1,57,"om","5","opaka-sim"
1,"Comm",1,1,1,41.1021,0.1,0.1,58,"om","5","opaka-sim"
1,"Comm",1,1,1,42.9676,0.1,0.1,59,"om","5","opaka-sim"
1,"Comm",1,1,1,45.5095,0.1,0.1,60,"om","5","opaka-sim"
1,"Comm",1,1,1,46.0579,0.1,0.1,61,"om","5","opaka-sim"
1,"Comm",1,1,1,46.993,0.1,0.1,62,"om","5","opaka-sim"
1,"Comm",1,1,1,45.863,0.1,0.1,63,"om","5","opaka-sim"
1,"Comm",1,1,1,45.311,0.1,0.1,64,"om","5","opaka-sim"
1,"Comm",1,1,1,46.3191,0.1,0.1,65,"om","5","opaka-sim"
1,"Comm",1,1,1,45.77,0.1,0.1,66,"om","5","opaka-sim"
1,"Comm",1,1,1,44.8316,0.1,0.1,67,"om","5","opaka-sim"
1,"Comm",1,1,1,48.4198,0.1,0.1,68,"om","5","opaka-sim"
1,"Comm",1,1,1,57.6886,0.1,0.1,69,"om","5","opaka-sim"
1,"Comm",1,1,1,64.3001,0.1,0.1,70,"om","5","opaka-sim"
1,"Comm",1,1,1,66.7764,0.1,0.1,71,"om","5","opaka-sim"
1,"Comm",1,1,1,67.4728,0.1,0.1,72,"om","5","opaka-sim"
1,"Comm",1,1,1,73.1738,0.1,0.1,73,"om","5","opaka-sim"
1,"Comm",1,1,1,73.6637,0.1,0.1,74,"om","5","opaka-sim"
1,"Comm",1,1,1,73.1206,0.1,0.1,75,"om","5","opaka-sim"
3,"ResFish",1,1,1,2.86848,0.1,0.1,69,"om","5","opaka-sim"
3,"ResFish",1,1,1,3.06741,0.1,0.1,70,"om","5","opaka-sim"
3,"ResFish",1,1,1,2.70839,0.1,0.1,71,"om","5","opaka-sim"
3,"ResFish",1,1,1,2.62275,0.1,0.1,72,"om","5","opaka-sim"
3,"ResFish",1,1,1,2.78029,0.1,0.1,73,"om","5","opaka-sim"
3,"ResFish",1,1,1,2.81978,0.1,0.1,74,"om","5","opaka-sim"
3,"ResFish",1,1,1,2.74824,0.1,0.1,75,"om","5","opaka-sim"
