"year","Area","Seas","Bio_smry","SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","deadB_1","deadN_1","deadB_2","deadN_2","F_1","F_2","SPRratio","rec_dev","raw_rec_dev","model_run","iteration","scenario"
1,1,1,3745.62,3489.87,277.714,55.5427,17.5604,96.1986,28.9005,55.5427,17.5604,96.1986,28.9005,0.0156624,0.0282077,0.317091,0.127096,0.127096,"em","1","opaka-sim"
2,1,1,3650.48,3392.48,281.796,62.8827,19.9553,107.054,32.2723,62.8827,19.9553,107.054,32.2723,0.0182732,0.032367,0.351401,0.144259,0.144259,"em","1","opaka-sim"
3,1,1,3549.89,3281.59,253.615,56.4576,18.0807,98.1036,29.8051,56.4576,18.0807,98.1036,29.8051,0.0168791,0.0305532,0.335435,0.0420006,0.0420006,"em","1","opaka-sim"
4,1,1,3477.28,3194.99,239.85,23.8965,7.77675,41.6019,12.7879,23.8965,7.77675,41.6019,12.7879,0.00718884,0.013078,0.171182,-0.0112345,-0.0112345,"em","1","opaka-sim"
5,1,1,3499.1,3222.56,226.859,60.9316,19.9999,103.72,32.1409,60.9316,19.9999,103.72,32.1409,0.0184107,0.0327941,0.354102,-0.0677521,-0.0677521,"em","1","opaka-sim"
6,1,1,3420.55,3165.33,218.457,38.7484,12.6977,65.386,20.2903,38.7484,12.6977,65.386,20.2903,0.0118594,0.0209134,0.254294,-0.10375,-0.10375,"em","1","opaka-sim"
7,1,1,3396.63,3155.12,213.544,64.4333,20.9853,110.123,34.0365,64.4333,20.9853,110.123,34.0365,0.0200639,0.0357767,0.375808,-0.12618,-0.12618,"em","1","opaka-sim"
8,1,1,3294.84,3065.1,202.379,78.4361,25.398,133.844,41.1738,78.4361,25.398,133.844,41.1738,0.0253665,0.0451086,0.437123,-0.176995,-0.176995,"em","1","opaka-sim"
9,1,1,3149.21,2928.08,198.754,63.4192,20.4725,108.573,33.2908,63.4192,20.4725,108.573,33.2908,0.0213646,0.0381035,0.39198,-0.19036,-0.19036,"em","1","opaka-sim"
10,1,1,3039.08,2824.93,234.255,73.8281,23.7992,125.831,38.5092,73.8281,23.7992,125.831,38.5092,0.0259273,0.0460407,0.442833,-0.0221855,-0.0221855,"em","1","opaka-sim"
11,1,1,2902.8,2692.5,270.464,62.4673,20.1299,107.486,32.9043,62.4673,20.1299,107.486,32.9043,0.0229339,0.0411127,0.411413,0.126867,0.126867,"em","1","opaka-sim"
12,1,1,2808.9,2585.13,308.878,65.065,21.1299,113.618,35.0243,65.065,21.1299,113.618,35.0243,0.0248746,0.0452966,0.435813,0.26437,0.26437,"em","1","opaka-sim"
13,1,1,2731.55,2473.7,282.798,55.8734,18.6212,95.0413,29.8883,55.8734,18.6212,95.0413,29.8883,0.0219427,0.0391145,0.398855,0.181432,0.181432,"em","1","opaka-sim"
14,1,1,2710.99,2421.74,268.778,56.9243,19.6672,97.2921,31.5077,56.9243,19.6672,97.2921,31.5077,0.0225141,0.0405917,0.407466,0.133203,0.133203,"em","1","opaka-sim"
15,1,1,2709.76,2408.72,268.412,74.306,26.4879,128.605,42.8033,74.306,26.4879,128.605,42.8033,0.0294665,0.0541198,0.483958,0.132513,0.132513,"em","1","opaka-sim"
16,1,1,2673.84,2389.15,277.405,70.8772,25.5491,119.999,40.5446,70.8772,25.5491,119.999,40.5446,0.0283297,0.050902,0.469206,0.166489,0.166489,"em","1","opaka-sim"
17,1,1,2658.23,2381.42,245.096,72.0808,26.0379,122.42,41.5818,72.0808,26.0379,122.42,41.5818,0.0289916,0.0521791,0.475911,0.0430707,0.0430707,"em","1","opaka-sim"
18,1,1,2641.26,2366.08,229.825,68.0345,24.629,114.195,38.8716,68.0345,24.629,114.195,38.8716,0.0274546,0.0488158,0.45874,-0.0204435,-0.0204435,"em","1","opaka-sim"
19,1,1,2631.64,2364.3,224.912,73.4001,26.5551,121.884,41.436,73.4001,26.5551,121.884,41.436,0.029698,0.0522541,0.47872,-0.0419594,-0.0419594,"em","1","opaka-sim"
20,1,1,2599.18,2353.62,261.576,80.4262,28.7868,130.682,44.1098,80.4262,28.7868,130.682,44.1098,0.0330569,0.0567557,0.504538,0.109632,0.109632,"em","1","opaka-sim"
21,1,1,2544.23,2306.62,257.847,83.9459,29.74,141.518,47.3931,83.9459,29.74,141.518,47.3931,0.0355017,0.0630944,0.53064,0.0978704,0.0978704,"em","1","opaka-sim"
22,1,1,2475.05,2229.3,237.919,83.2188,29.5111,141.745,47.4618,83.2188,29.5111,141.745,47.4618,0.0364017,0.0653685,0.539531,0.0219271,0.0219271,"em","1","opaka-sim"
23,1,1,2409.17,2148.67,223.368,80.8952,29.1401,137.929,46.6218,80.8952,29.1401,137.929,46.6218,0.0362947,0.0655438,0.539682,-0.0361817,-0.0361817,"em","1","opaka-sim"
24,1,1,2349.97,2097.3,213.916,85.7663,31.1934,144.075,49.1271,85.7663,31.1934,144.075,49.1271,0.0394655,0.0703699,0.561144,-0.0760407,-0.0760407,"em","1","opaka-sim"
25,1,1,2276.57,2040.41,205.606,85.1608,30.9935,142.26,48.6457,85.1608,30.9935,142.26,48.6457,0.040435,0.0716455,0.566901,-0.111743,-0.111743,"em","1","opaka-sim"
26,1,1,2199.82,1976.51,227.469,89.1689,32.3702,149.553,51.0881,89.1689,32.3702,149.553,51.0881,0.0440122,0.0782053,0.59124,-0.00603769,-0.00603769,"em","1","opaka-sim"
27,1,1,2108.35,1891.61,203.539,93.9896,34.0592,130.949,44.6939,93.9896,34.0592,130.949,44.6939,0.0484497,0.0714725,0.58729,-0.110561,-0.110561,"em","1","opaka-sim"
28,1,1,2029.32,1812.58,222.973,83.5923,30.4127,114.699,39.2651,83.5923,30.4127,114.699,39.2651,0.0446632,0.064916,0.56195,-0.0126825,-0.0126825,"em","1","opaka-sim"
29,1,1,1978.02,1756.45,234.315,84.5109,31.0487,116.82,40.2523,84.5109,31.0487,116.82,40.2523,0.0463402,0.0680675,0.574059,0.0420174,0.0420174,"em","1","opaka-sim"
30,1,1,1928.62,1710.12,257.214,80.6797,29.7756,110.33,38.2739,80.6797,29.7756,110.33,38.2739,0.0454577,0.0660374,0.566856,0.139688,0.139688,"em","1","opaka-sim"
31,1,1,1899.65,1666.45,248.939,81.1312,30.374,108.695,38.1533,81.1312,30.374,108.695,38.1533,0.0465254,0.0664133,0.570621,0.111366,0.111366,"em","1","opaka-sim"
32,1,1,1884.52,1637.54,295.247,86.4583,33.0044,113.574,40.5427,86.4583,33.0044,113.574,40.5427,0.050171,0.070488,0.589379,0.284983,0.284983,"em","1","opaka-sim"
33,1,1,1875.42,1614.23,241.106,92.0606,35.8589,123.973,45.0802,92.0606,35.8589,123.973,45.0802,0.0539002,0.0779799,0.614013,0.0849129,0.0849129,"em","1","opaka-sim"
34,1,1,1863.56,1595.6,288.538,98.0756,38.9311,133.934,49.6129,98.0756,38.9311,133.934,49.6129,0.0581028,0.0854382,0.637246,0.266552,0.266552,"em","1","opaka-sim"
35,1,1,1846.2,1569.12,312.911,95.8529,38.7511,131.67,49.5218,95.8529,38.7511,131.67,49.5218,0.0568841,0.0846125,0.633229,0.350632,0.350632,"em","1","opaka-sim"
36,1,1,1846.41,1575.01,323.334,87.7623,35.4976,120.213,45.5519,87.7623,35.4976,120.213,45.5519,0.0521375,0.0770538,0.608119,0.382727,0.382727,"em","1","opaka-sim"
37,1,1,1883.16,1581.36,355.702,89.2859,36.7281,119.984,46.0408,89.2859,36.7281,119.984,46.0408,0.052013,0.075731,0.605092,0.477413,0.477413,"em","1","opaka-sim"
38,1,1,1939.45,1615.35,297.042,106.119,44.374,139.027,54.1531,106.119,44.374,139.027,54.1531,0.0604731,0.0861941,0.643368,0.293427,0.293427,"em","1","opaka-sim"
39,1,1,1974.39,1639.57,219.78,105.397,44.7235,143.745,56.7494,105.397,44.7235,143.745,56.7494,0.0588173,0.0875077,0.642396,-0.0104173,-0.0104173,"em","1","opaka-sim"
40,1,1,2000.38,1676.7,223.178,92.7445,39.5151,124.835,49.3611,92.7445,39.5151,124.835,49.3611,0.0498792,0.0734145,0.595091,0.00107842,0.00107842,"em","1","opaka-sim"
41,1,1,2036.71,1765.25,245.943,105.781,43.7124,138.257,53.4519,105.781,43.7124,138.257,53.4519,0.055776,0.0790216,0.620242,0.0896353,0.0896353,"em","1","opaka-sim"
42,1,1,2022.5,1790.5,250.494,108.051,42.788,145.24,54.3343,108.051,42.788,145.24,54.3343,0.0579764,0.0834166,0.633287,0.108784,0.108784,"em","1","opaka-sim"
43,1,1,1981.37,1744.69,232.605,86.8904,33.7151,119.032,43.5722,86.8904,33.7151,119.032,43.5722,0.0474307,0.0692998,0.579768,0.0441139,0.0441139,"em","1","opaka-sim"
44,1,1,1977.07,1728.4,232.784,93.5405,36.2261,127.255,46.2413,93.5405,36.2261,127.255,46.2413,0.0514518,0.0748197,0.601863,0.0516305,0.0516305,"em","1","opaka-sim"
45,1,1,1951.09,1704.95,191.329,85.1264,32.9661,111.292,40.3619,85.1264,32.9661,111.292,40.3619,0.0471042,0.0659362,0.571021,-0.137009,-0.137009,"em","1","opaka-sim"
46,1,1,1939.88,1706.4,164.656,117.806,45.4352,156.472,56.5646,117.806,45.4352,156.472,56.5646,0.0669389,0.0950939,0.670178,-0.282088,-0.282088,"em","1","opaka-sim"
47,1,1,1834.97,1620.98,150.782,89.6734,34.4315,120.733,43.4077,89.6734,34.4315,120.733,43.4077,0.0528414,0.0760959,0.607769,-0.356109,-0.356109,"em","1","opaka-sim"
48,1,1,1773.4,1589.92,149.453,81.461,30.6376,110.589,39.1411,81.461,30.6376,110.589,39.1411,0.0494364,0.0714273,0.589644,-0.35635,-0.35635,"em","1","opaka-sim"
49,1,1,1710.91,1548.06,170.98,84.0693,30.8665,114.415,39.6894,84.0693,30.8665,114.415,39.6894,0.0532273,0.0766925,0.60988,-0.211792,-0.211792,"em","1","opaka-sim"
50,1,1,1629.09,1473.36,184.764,74.9814,27.0674,103.944,35.5053,74.9814,27.0674,103.944,35.5053,0.0499773,0.0731342,0.59472,-0.119886,-0.119886,"em","1","opaka-sim"
51,1,1,1563.61,1400.61,177.33,71.5736,25.815,97.8824,33.3381,71.5736,25.815,97.8824,33.3381,0.0500207,0.0722498,0.592896,-0.145968,-0.145968,"em","1","opaka-sim"
52,1,1,1511.27,1333.59,151.006,56.5814,20.7891,79.2938,27.3263,56.5814,20.7891,79.2938,27.3263,0.0405779,0.0603796,0.538571,-0.291607,-0.291607,"em","1","opaka-sim"
53,1,1,1495.44,1314.19,154.642,56.1169,21.006,78.12,27.313,56.1169,21.006,78.12,27.313,0.0404579,0.0600918,0.537438,-0.25959,-0.25959,"em","1","opaka-sim"
54,1,1,1480.71,1310.75,175.745,58.913,22.11,79.1823,27.8193,58.913,22.11,79.1823,27.8193,0.0427647,0.061335,0.547519,-0.125926,-0.125926,"em","1","opaka-sim"
55,1,1,1461.76,1302.22,383.267,52.9585,19.679,70.6637,24.7289,52.9585,19.679,70.6637,24.7289,0.0388894,0.0551465,0.518803,0.660327,0.660327,"em","1","opaka-sim"
56,1,1,1481.63,1292.48,144.953,56.2214,20.8867,52.0032,18.2926,56.2214,20.8867,52.0032,18.2926,0.041286,0.040534,0.482135,-0.30522,-0.30522,"em","1","opaka-sim"
57,1,1,1543.39,1298.24,203.989,54.8325,21.5075,52.617,19.2503,54.8325,21.5075,52.617,19.2503,0.0389318,0.0400095,0.471817,0.0406971,0.0406971,"em","1","opaka-sim"
58,1,1,1616.83,1338.7,142.128,56.3131,23.3783,53.0862,20.1216,56.3131,23.3783,53.0862,20.1216,0.0364773,0.0377881,0.454832,-0.321794,-0.321794,"em","1","opaka-sim"
59,1,1,1681.18,1497.33,164.024,56.0161,22.0819,53.1261,19.7467,56.0161,22.0819,53.1261,19.7467,0.0350157,0.0356189,0.441188,-0.195206,-0.195206,"em","1","opaka-sim"
60,1,1,1728.4,1548.23,157.759,55.9356,21.3552,53.9004,19.393,55.9356,21.3552,53.9004,19.393,0.0338575,0.0347747,0.433297,-0.235114,-0.235114,"em","1","opaka-sim"
61,1,1,1756.38,1597.56,156.553,56.2129,20.5838,53.9766,18.7733,56.2129,20.5838,53.9766,18.7733,0.0337175,0.0341713,0.430428,-0.243217,-0.243217,"em","1","opaka-sim"
62,1,1,1767.98,1604.2,394.69,55.1889,19.7953,53.545,18.183,55.1889,19.7953,53.545,18.183,0.0329571,0.033694,0.425403,0.685955,0.685955,"em","1","opaka-sim"
63,1,1,1794.26,1607.32,198.826,53.9046,19.0502,52.202,17.5553,53.9046,19.0502,52.202,17.5553,0.0322277,0.0328313,0.418928,0.00514124,0.00514124,"em","1","opaka-sim"
64,1,1,1849.01,1603.3,259.183,48.6034,17.8422,46.3482,16.0139,48.6034,17.8422,46.3482,16.0139,0.0285533,0.0287858,0.385735,0.275883,0.275883,"em","1","opaka-sim"
65,1,1,1935.17,1627.26,114.911,53.3877,21.0087,51.6337,18.6171,53.3877,21.0087,51.6337,18.6171,0.0290569,0.0305039,0.395379,-0.5349,-0.5349,"em","1","opaka-sim"
66,1,1,2008.98,1780.47,268.109,49.4995,19.0785,47.2381,17.054,49.4995,19.0785,47.2381,17.054,0.0257759,0.0263526,0.361438,0.297726,0.297726,"em","1","opaka-sim"
67,1,1,2081.12,1866.56,130.068,46.9079,17.605,45.4032,16.0247,46.9079,17.605,45.4032,16.0247,0.0233607,0.0241093,0.338405,-0.433109,-0.433109,"em","1","opaka-sim"
68,1,1,2142.05,1960.52,314.03,53.7183,19.2936,52.0563,17.835,53.7183,19.2936,52.0563,17.835,0.0264346,0.0269064,0.367233,0.440839,0.440839,"em","1","opaka-sim"
69,1,1,2183.96,1960.7,470.861,55.9181,20.0452,53.7588,18.1466,55.9181,20.0452,53.7588,18.1466,0.026879,0.0273271,0.371307,0.845899,0.845899,"em","1","opaka-sim"
70,1,1,2252.71,2011.26,471.87,53.9416,19.0189,51.6575,17.4126,53.9416,19.0189,51.6575,17.4126,0.0258379,0.0259514,0.359903,0.844282,0.844282,"em","1","opaka-sim"
71,1,1,2386.61,2006.53,299.739,56.9811,21.542,55.01,19.4025,56.9811,21.542,55.01,19.4025,0.0259783,0.0267669,0.364341,0.390835,0.390835,"em","1","opaka-sim"
72,1,1,2563.07,2108.53,230.784,52.9494,21.5342,49.8669,18.6113,52.9494,21.5342,49.8669,18.6113,0.0219059,0.0224759,0.322452,0.122301,0.122301,"em","1","opaka-sim"
73,1,1,2756.69,2355.77,147.923,74.1004,30.3224,70.5583,26.6745,74.1004,30.3224,70.5583,26.6745,0.0279242,0.0289854,0.383629,-0.337322,-0.337322,"em","1","opaka-sim"
74,1,1,2873.02,2592.9,120.083,76.5111,29.7067,72.9863,26.6759,76.5111,29.7067,72.9863,26.6759,0.027468,0.0280492,0.377365,-0.557553,-0.557553,"em","1","opaka-sim"
75,1,1,2921.12,2718.89,254.434,75.0512,27.2628,74.4032,25.7239,75.0512,27.2628,74.4032,25.7239,0.0264729,0.0276629,0.370826,0.064669,0.064669,"em","1","opaka-sim"
1,1,1,2821.37,2621.05,128.314,55.5831,17.7805,96.0784,29.1755,55.5831,17.7805,96.0784,29.1755,0.020941,0.0376938,0.388277,-0.397666,-0.397666,"om","1","opaka-sim"
2,1,1,2715.74,2523.44,286.797,62.4192,20.0699,107.791,32.8308,62.4192,20.0699,107.791,32.8308,0.0244908,0.0440834,0.429656,0.410228,0.410228,"om","1","opaka-sim"
3,1,1,2598.3,2411.75,364.922,56.7078,18.1853,97.9272,29.8382,56.7078,18.1853,97.9272,29.8382,0.0232551,0.0418591,0.415782,0.655597,0.655597,"om","1","opaka-sim"
4,1,1,2529.91,2314.94,156.221,23.9893,7.72288,41.5572,12.7971,23.9893,7.72288,41.5572,12.7971,0.0101208,0.0182174,0.226404,-0.188619,-0.188619,"om","1","opaka-sim"
5,1,1,2579.18,2282.01,317.066,61.3603,21.1609,104.653,33.6104,61.3603,21.1609,104.653,33.6104,0.0257027,0.0462648,0.44275,0.520725,0.520725,"om","1","opaka-sim"
6,1,1,2549.46,2256.83,84.8546,38.8627,13.93,65.5588,21.781,38.8627,13.93,65.5588,21.781,0.0159639,0.0287351,0.321441,-0.796268,-0.796268,"om","1","opaka-sim"
7,1,1,2580.31,2358.45,313.048,64.1311,22.5827,109.576,36.4832,64.1311,22.5827,109.576,36.4832,0.0265005,0.0477008,0.451106,0.504539,0.504539,"om","1","opaka-sim"
8,1,1,2536.91,2301.69,140.518,78.6495,27.7211,133.752,44.2557,78.6495,27.7211,133.752,44.2557,0.0329535,0.0593163,0.51183,-0.293955,-0.293955,"om","1","opaka-sim"
9,1,1,2448.02,2262.82,100.236,63.2191,21.5508,109.078,35.5937,63.2191,21.5508,109.078,35.5937,0.0277652,0.0499774,0.463942,-0.629964,-0.629964,"om","1","opaka-sim"
10,1,1,2379.15,2154.96,242.777,73.8705,25.837,125.782,41.0557,73.8705,25.837,125.782,41.0557,0.0329725,0.0593504,0.511993,0.259969,0.259969,"om","1","opaka-sim"
11,1,1,2268.89,2116.89,260.457,62.4592,20.9675,107.49,34.4161,62.4592,20.9675,107.49,34.4161,0.0292751,0.0526952,0.478639,0.332263,0.332263,"om","1","opaka-sim"
12,1,1,2194.39,2023.49,104.309,65.3532,21.5381,113.253,35.8415,65.3532,21.5381,113.253,35.8415,0.0324611,0.0584299,0.507589,-0.577614,-0.577614,"om","1","opaka-sim"
13,1,1,2116.2,1886.52,226.183,56.0301,19.4626,95.6238,31.0072,56.0301,19.4626,95.6238,31.0072,0.0284742,0.0512536,0.470926,0.204874,0.204874,"om","1","opaka-sim"
14,1,1,2067.49,1859.02,228.607,57.3127,20.2573,97.1611,32.0309,57.3127,20.2573,97.1611,32.0309,0.0294288,0.0529719,0.480099,0.217383,0.217383,"om","1","opaka-sim"
15,1,1,2024.17,1852.43,138.795,75.0027,25.8769,128.806,42.3708,75.0027,25.8769,128.806,42.3708,0.0405664,0.0730195,0.570554,-0.281174,-0.281174,"om","1","opaka-sim"
16,1,1,1935.99,1721.99,272.052,70.8042,25.3208,120.388,40.2685,70.8042,25.3208,120.388,40.2685,0.0397759,0.0715966,0.565002,0.401402,0.401402,"om","1","opaka-sim"
17,1,1,1869.48,1662.87,446.418,72.3476,26.2294,122.456,41.5589,72.3476,26.2294,122.456,41.5589,0.0419943,0.0755897,0.580296,0.901465,0.901465,"om","1","opaka-sim"
18,1,1,1838.21,1613.2,209.549,67.3411,24.4701,114.738,39.6368,67.3411,24.4701,114.738,39.6368,0.0408189,0.0734741,0.572303,0.149456,0.149456,"om","1","opaka-sim"
19,1,1,1860.77,1540.26,175.421,73.1516,29.0022,122.217,44.8407,73.1516,29.0022,122.217,44.8407,0.043944,0.0790992,0.593033,-0.0215574,-0.0215574,"om","1","opaka-sim"
20,1,1,1882.83,1549.84,154.7,80.2564,33.8851,130.898,50.3516,80.2564,33.8851,130.898,50.3516,0.0456915,0.0822447,0.603926,-0.148177,-0.148177,"om","1","opaka-sim"
21,1,1,1872.44,1661.81,257.535,84.6174,34.0599,141.059,53.2819,84.6174,34.0599,141.059,53.2819,0.0484264,0.0871676,0.620054,0.351454,0.351454,"om","1","opaka-sim"
22,1,1,1828.21,1645.84,298.327,83.6438,32.0124,141.565,51.457,83.6438,32.0124,141.565,51.457,0.0496332,0.0893398,0.626836,0.499844,0.499844,"om","1","opaka-sim"
23,1,1,1784.2,1575.84,229.361,80.9628,30.474,137.708,49.259,80.9628,30.474,137.708,49.259,0.0503286,0.0905915,0.630656,0.243182,0.243182,"om","1","opaka-sim"
24,1,1,1756.62,1491.46,92.415,85.1492,33.4894,142.7,52.255,85.1492,33.4894,142.7,52.255,0.0539418,0.0970953,0.649523,-0.657591,-0.657591,"om","1","opaka-sim"
25,1,1,1712.31,1458.49,250.185,84.7314,34.4299,140.369,52.607,84.7314,34.4299,140.369,52.607,0.0538482,0.0969268,0.649054,0.341774,0.341774,"om","1","opaka-sim"
26,1,1,1657.01,1464.63,118.235,89.4311,35.2652,149.404,55.2003,89.4311,35.2652,149.404,55.2003,0.0587111,0.10568,0.672145,-0.408403,-0.408403,"om","1","opaka-sim"
27,1,1,1571.77,1413.46,206.617,94.0952,35.6511,130.741,47.1617,94.0952,35.6511,130.741,47.1617,0.0665597,0.0978428,0.673747,0.155398,0.155398,"om","1","opaka-sim"
28,1,1,1489.41,1295.89,295.507,83.538,32.2943,114.413,41.198,83.538,32.2943,114.413,41.198,0.0612178,0.0899902,0.651393,0.527657,0.527657,"om","1","opaka-sim"
29,1,1,1443.2,1266.64,400.342,84.3322,32.015,116.67,42.0257,84.3322,32.015,116.67,42.0257,0.0656639,0.0965259,0.670162,0.835252,0.835252,"om","1","opaka-sim"
30,1,1,1432.95,1178.94,205.705,80.7814,32.4263,110.279,41.4364,80.7814,32.4263,110.279,41.4364,0.0644996,0.0948144,0.665407,0.182348,0.182348,"om","1","opaka-sim"
31,1,1,1469.8,1151.2,132.943,81.3747,35.7729,108.419,43.7637,81.3747,35.7729,108.419,43.7637,0.0624729,0.0918352,0.656862,-0.249699,-0.249699,"om","1","opaka-sim"
32,1,1,1511.68,1208.12,152.761,86.5958,39.4763,113.499,47.2343,86.5958,39.4763,113.499,47.2343,0.0615583,0.0904907,0.652891,-0.119726,-0.119726,"om","1","opaka-sim"
33,1,1,1518.5,1328.39,232.914,92.2554,39.3261,124.292,49.7293,92.2554,39.3261,124.292,49.7293,0.0652103,0.0958592,0.668323,0.28541,0.28541,"om","1","opaka-sim"
34,1,1,1484.42,1327.77,268.896,97.9648,38.9471,134.981,51.1643,97.9648,38.9471,134.981,51.1643,0.0728728,0.107123,0.697331,0.429146,0.429146,"om","1","opaka-sim"
35,1,1,1429.45,1237.19,422.208,95.6189,37.6158,131.926,49.1763,95.6189,37.6158,131.926,49.1763,0.0757841,0.111403,0.707299,0.892601,0.892601,"om","1","opaka-sim"
36,1,1,1409.51,1147.85,121.49,87.9063,36.3014,119.297,46.0264,87.9063,36.3014,119.297,46.0264,0.0714102,0.104973,0.692117,-0.339236,-0.339236,"om","1","opaka-sim"
37,1,1,1432.93,1128.3,171.404,89.5705,39.8832,119.338,48.8929,89.5705,39.8832,119.338,48.8929,0.0708999,0.104223,0.690263,0.00824726,0.00824726,"om","1","opaka-sim"
38,1,1,1448.58,1161.19,489.822,106.082,48.5976,138.598,57.9184,106.082,48.5976,138.598,57.9184,0.0793748,0.116681,0.718884,1.05279,1.05279,"om","1","opaka-sim"
39,1,1,1437.93,1241.25,187.922,104.693,44.0862,142.367,57.3458,104.693,44.0862,142.367,57.3458,0.0825245,0.121311,0.728453,0.0825443,0.0825443,"om","1","opaka-sim"
40,1,1,1440.74,1161.93,107.95,92.1894,40.1965,125.111,51.243,92.1894,40.1965,125.111,51.243,0.074101,0.108928,0.701601,-0.459705,-0.459705,"om","1","opaka-sim"
41,1,1,1463.84,1133.65,264.538,106.346,49.8002,138.167,58.5722,106.346,49.8002,138.167,58.5722,0.078977,0.116096,0.717637,0.441302,0.441302,"om","1","opaka-sim"
42,1,1,1438.13,1249.92,320.114,107.655,46.5084,144.659,58.8817,107.655,46.5084,144.659,58.8817,0.0821096,0.120701,0.727223,0.613958,0.613958,"om","1","opaka-sim"
43,1,1,1398.88,1209.54,347.496,86.9097,35.615,119.56,46.8687,86.9097,35.615,119.56,46.8687,0.0701364,0.1031,0.687456,0.701938,0.701938,"om","1","opaka-sim"
44,1,1,1425.78,1141.24,188.863,94.3246,40.6719,127.108,51.044,94.3246,40.6719,127.108,51.044,0.0757217,0.111311,0.70709,0.103057,0.103057,"om","1","opaka-sim"
45,1,1,1453.62,1140,150.79,84.8429,38.5903,112.221,46.9565,84.8429,38.5903,112.221,46.9565,0.0648859,0.0953823,0.666997,-0.121866,-0.121866,"om","1","opaka-sim"
46,1,1,1494.78,1220.34,161.672,117.933,53.6219,155.474,65.1311,117.933,53.6219,155.474,65.1311,0.0868887,0.127726,0.740874,-0.0648608,-0.0648608,"om","1","opaka-sim"
47,1,1,1429.16,1245.86,128.908,89.2009,38.0411,120.516,48.3699,89.2009,38.0411,120.516,48.3699,0.0675105,0.0992405,0.677485,-0.295046,-0.295046,"om","1","opaka-sim"
48,1,1,1391.44,1235.34,123.124,80.9742,32.6793,111.113,42.4468,80.9742,32.6793,111.113,42.4468,0.0632094,0.0929178,0.660007,-0.339435,-0.339435,"om","1","opaka-sim"
49,1,1,1341.46,1193.87,65.9822,83.7644,32.7158,115.345,42.4749,83.7644,32.7158,115.345,42.4749,0.0682912,0.100388,0.680502,-0.957039,-0.957039,"om","1","opaka-sim"
50,1,1,1255.04,1131.57,120.885,75.3996,28.5633,104.338,37.2876,75.3996,28.5633,104.338,37.2876,0.0655767,0.0963977,0.66981,-0.341491,-0.341491,"om","1","opaka-sim"
51,1,1,1164.91,1059.71,195.666,71.2138,26.1285,98.8874,34.3038,71.2138,26.1285,98.8874,34.3038,0.0668636,0.0982895,0.674949,0.153044,0.153044,"om","1","opaka-sim"
52,1,1,1081.33,978.687,133.307,57.1271,20.2989,80.0961,27.2636,57.1271,20.2989,80.0961,27.2636,0.058799,0.0864346,0.64045,-0.214061,-0.214061,"om","1","opaka-sim"
53,1,1,1040.05,894.501,281.587,56.4075,21.1287,78.0315,27.3701,56.4075,21.1287,78.0315,27.3701,0.0610954,0.0898102,0.650852,0.553854,0.553854,"om","1","opaka-sim"
54,1,1,1026.96,845.824,66.8502,58.4602,23.452,79.0978,29.3279,58.4602,23.452,79.0978,29.3279,0.0639041,0.093939,0.662932,-0.870894,-0.870894,"om","1","opaka-sim"
55,1,1,1027.15,845.513,249.517,52.5427,22.1022,70.9958,27.6977,52.5427,22.1022,70.9958,27.6977,0.0572297,0.0841276,0.63305,0.446268,0.446268,"om","1","opaka-sim"
56,1,1,1052.62,852.898,190.375,56.2906,24.5418,52.1803,20.8571,56.2906,24.5418,52.1803,20.8571,0.0569192,0.0586268,0.57954,0.173641,0.173641,"om","1","opaka-sim"
57,1,1,1105.19,948.472,121.654,54.5261,22.6194,52.2266,20.5951,54.5261,22.6194,52.2266,20.5951,0.0542745,0.0559028,0.566063,-0.298672,-0.298672,"om","1","opaka-sim"
58,1,1,1161.49,952.862,226.762,56.6694,24.3844,53.233,21.136,56.6694,24.3844,53.233,21.136,0.0522624,0.0538302,0.555338,0.323023,0.323023,"om","1","opaka-sim"
59,1,1,1214.69,1036.61,119.8,56.0871,23.4338,53.0896,20.7432,56.0871,23.4338,53.0896,20.7432,0.0490716,0.0505437,0.537437,-0.33303,-0.33303,"om","1","opaka-sim"
60,1,1,1263.52,1099.45,127.845,55.9209,22.61,53.7203,20.5052,55.9209,22.61,53.7203,20.5052,0.0476068,0.049035,0.528829,-0.279908,-0.279908,"om","1","opaka-sim"
61,1,1,1298.87,1121.21,145.822,56.5761,22.8596,53.8874,20.2463,56.5761,22.8596,53.8874,20.2463,0.0458943,0.0472711,0.518433,-0.152168,-0.152168,"om","1","opaka-sim"
62,1,1,1318.68,1183.97,220.921,55.3981,21.2717,53.5807,19.4777,55.3981,21.2717,53.5807,19.4777,0.044543,0.0458793,0.509969,0.252923,0.252923,"om","1","opaka-sim"
63,1,1,1336.69,1190.49,222.07,53.767,20.0889,52.3012,18.5477,53.767,20.0889,52.3012,18.5477,0.0431908,0.0444865,0.501256,0.257093,0.257093,"om","1","opaka-sim"
64,1,1,1368.33,1187.06,176.685,48.2741,18.2562,46.7881,16.6708,48.2741,18.2562,46.7881,16.6708,0.0381966,0.0393425,0.466814,0.0290009,0.0290009,"om","1","opaka-sim"
65,1,1,1423.08,1206.54,130.035,53.8369,21.2194,51.4639,18.8153,53.8369,21.2194,51.4639,18.8153,0.0406622,0.0418821,0.48428,-0.280557,-0.280557,"om","1","opaka-sim"
